Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0997,0.1368,Triglycerides to Total-Lipids in Large LDL percentage
LA%,0.0932,0.1312,Linoleic Acid to Total-Fatty Acids percentage
Glu,0.0765,0.0778,Glucose
Omega-3,0.0618,0.0684,Omega-3 Fatty Acids
L-LDL-C%,0.0497,0.0626,Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-FC%,0.0663,0.0587,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Albumin,0.0577,0.0514,Albumin
Gln,0.0402,0.0373,Glutamine
XS-VLDL-PL%,0.0365,0.0327,Phospholipids to Total-Lipids in Very Small VLDL percentage
Creatinine,0.0323,0.0269,Creatinine
Total-BCAA,0.0250,0.0225,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu-lactate,0.0268,0.0220,Glucose-lactate
PUFA%,0.0208,0.0195,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
His,0.0232,0.0177,Histidine
Val,0.0220,0.0170,Valine
Tyr,0.0250,0.0153,Tyrosine
Acetone,0.0135,0.0152,Acetone
Acetoacetate,0.0187,0.0151,Acetoacetate
Gly,0.0165,0.0141,Glycine
PUFA/MUFA,0.0187,0.0133,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XXL-VLDL-PL%,0.0125,0.0103,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
3-Hydroxybutyrate,0.0168,0.0100,3-Hydroxybutyrate
LA,0.0072,0.0098,Linoleic Acid
XL-HDL-PL%,0.0150,0.0092,Phospholipids to Total-Lipids in Very Large HDL percentage
Citrate,0.0160,0.0088,Citrate
Phe,0.0138,0.0085,Phenylalanine
L-LDL-CE%,0.0102,0.0085,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Lactate,0.0072,0.0068,Lactate
IDL-CE%,0.0048,0.0067,Cholesteryl Esters to Total-Lipids in IDL percentage
GlycA,0.0063,0.0059,Glycoprotein Acetyls
IDL-FC%,0.0047,0.0058,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-C%,0.0072,0.0058,Cholesterol to Total-Lipids in Large HDL percentage
Unsaturation,0.0072,0.0052,Degree of Unsaturation
Omega-6/Omega-3,0.0047,0.0049,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-C%,0.0035,0.0039,Cholesterol to Total-Lipids in Small LDL percentage
Pyruvate,0.0043,0.0039,Pyruvate
IDL-PL%,0.0032,0.0034,Phospholipids to Total-Lipids in IDL percentage
Leu,0.0035,0.0033,Leucine
Omega-3%,0.0022,0.0028,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Ala,0.0043,0.0027,Alanine
L-VLDL-FC%,0.0027,0.0024,Free Cholesterol to Total-Lipids in Large VLDL percentage
SFA%,0.0028,0.0023,Saturated Fatty Acids to Total-Fatty Acids percentage
LDL-size,0.0033,0.0021,Average Diameter for LDL Particles
M-LDL-C%,0.0008,0.0021,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.0013,0.0016,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA,0.0020,0.0015,Docosahexaenoic Acid
VLDL-size,0.0018,0.0015,Average Diameter for VLDL Particles
Acetate,0.0018,0.0012,Acetate
L-VLDL-PL%,0.0018,0.0011,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-PL%,0.0010,0.0010,Phospholipids to Total-Lipids in Large LDL percentage
Ile,0.0007,0.0007,Isoleucine
Sc-ala,0.0005,0.0004,Spectrometer-corrected alanine
XL-VLDL-FC%,0.0005,0.0003,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-LDL-PL%,0.0003,0.0003,Phospholipids to Total-Lipids in Medium LDL percentage
