Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gln,0.0618,0.0681,Glutamine
Acetone,0.0415,0.0654,Acetone
XL-VLDL-PL%,0.0733,0.0637,Phospholipids to Total-Lipids in Very Large VLDL percentage
IDL-CE%,0.0733,0.0529,Cholesteryl Esters to Total-Lipids in IDL percentage
Tyr,0.0672,0.0520,Tyrosine
Gly,0.0400,0.0438,Glycine
GlycA,0.0477,0.0407,Glycoprotein Acetyls
Phe,0.0352,0.0401,Phenylalanine
Ile,0.0685,0.0385,Isoleucine
Glu,0.0258,0.0377,Glucose
Ala,0.0347,0.0335,Alanine
Creatinine,0.0242,0.0316,Creatinine
IDL-PL%,0.0157,0.0304,Phospholipids to Total-Lipids in IDL percentage
His,0.0240,0.0258,Histidine
Acetoacetate,0.0303,0.0250,Acetoacetate
Sc-ala,0.0203,0.0249,Spectrometer-corrected alanine
Pyruvate,0.0180,0.0233,Pyruvate
L-LDL-PL%,0.0158,0.0196,Phospholipids to Total-Lipids in Large LDL percentage
Acetate,0.0205,0.0191,Acetate
3-Hydroxybutyrate,0.0208,0.0174,3-Hydroxybutyrate
SFA%,0.0087,0.0172,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0137,0.0170,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0207,0.0166,Phospholipids to Total-Lipids in Very Small VLDL percentage
Val,0.0167,0.0143,Valine
Lactate,0.0093,0.0114,Lactate
S-VLDL-C%,0.0052,0.0109,Cholesterol to Total-Lipids in Small VLDL percentage
Omega-6/Omega-3,0.0143,0.0109,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-size,0.0105,0.0107,Average Diameter for LDL Particles
XXL-VLDL-PL%,0.0115,0.0099,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0042,0.0094,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG%,0.0113,0.0093,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Albumin,0.0095,0.0093,Albumin
L-VLDL-TG%,0.0098,0.0088,Triglycerides to Total-Lipids in Large VLDL percentage
Citrate,0.0117,0.0086,Citrate
S-HDL-PL%,0.0048,0.0076,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-CE%,0.0100,0.0075,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-CE%,0.0100,0.0074,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Leu,0.0063,0.0071,Leucine
Glu-lactate,0.0063,0.0056,Glucose-lactate
IDL-FC%,0.0033,0.0050,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-PL%,0.0055,0.0048,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC%,0.0030,0.0048,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0037,0.0043,Linoleic Acid to Total-Fatty Acids percentage
Omega-3,0.0045,0.0040,Omega-3 Fatty Acids
S-HDL-FC%,0.0027,0.0033,Free Cholesterol to Total-Lipids in Small HDL percentage
DHA,0.0030,0.0032,Docosahexaenoic Acid
SM,0.0052,0.0031,Sphingomyelins
S-LDL-CE%,0.0027,0.0028,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-PL%,0.0038,0.0028,Phospholipids to Total-Lipids in Small LDL percentage
Unsaturation,0.0022,0.0018,Degree of Unsaturation
DHA%,0.0017,0.0017,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA%,0.0013,0.0012,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,0.0012,0.0010,Cholesterol to Total-Lipids in Very Large HDL percentage
Total-BCAA,0.0008,0.0010,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-6%,0.0012,0.0009,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-TG,0.0005,0.0008,Triglycerides in Medium HDL
XXL-VLDL-C%,0.0005,0.0005,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC,0.0002,0.0003,Free Cholesterol in Small HDL
