Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE%,0.0929,0.1538,Cholesteryl Esters to Total-Lipids in IDL percentage
Creatinine,0.0901,0.0842,Creatinine
Leu,0.0641,0.0538,Leucine
LA%,0.0695,0.0531,Linoleic Acid to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0504,0.0519,3-Hydroxybutyrate
Albumin,0.0632,0.0497,Albumin
Tyr,0.0285,0.0404,Tyrosine
L-LDL-C%,0.0537,0.0395,Cholesterol to Total-Lipids in Large LDL percentage
Acetoacetate,0.0396,0.0352,Acetoacetate
XS-VLDL-PL%,0.0388,0.0349,Phospholipids to Total-Lipids in Very Small VLDL percentage
Pyruvate,0.0267,0.0266,Pyruvate
L-VLDL-FC%,0.0145,0.0259,Free Cholesterol to Total-Lipids in Large VLDL percentage
Glu,0.0329,0.0257,Glucose
M-LDL-CE%,0.0217,0.0257,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Glu-lactate,0.0200,0.0232,Glucose-lactate
His,0.0254,0.0228,Histidine
M-LDL-PL%,0.0193,0.0179,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,0.0162,0.0173,Glycine
Acetate,0.0160,0.0168,Acetate
L-LDL-TG%,0.0166,0.0158,Triglycerides to Total-Lipids in Large LDL percentage
Phe,0.0110,0.0156,Phenylalanine
L-LDL-PL%,0.0107,0.0145,Phospholipids to Total-Lipids in Large LDL percentage
Acetone,0.0145,0.0125,Acetone
Total-BCAA,0.0168,0.0116,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-FC%,0.0083,0.0111,Free Cholesterol to Total-Lipids in IDL percentage
GlycA,0.0169,0.0102,Glycoprotein Acetyls
XXL-VLDL-FC%,0.0103,0.0099,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0109,0.0089,Valine
Gln,0.0103,0.0089,Glutamine
Citrate,0.0107,0.0080,Citrate
M-LDL-C%,0.0083,0.0074,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-PL%,0.0078,0.0065,Phospholipids to Total-Lipids in Small LDL percentage
Unsaturation,0.0048,0.0062,Degree of Unsaturation
XS-VLDL-CE,0.0066,0.0061,Cholesteryl Esters in Very Small VLDL
Sc-ala,0.0073,0.0053,Spectrometer-corrected alanine
S-HDL-PL%,0.0057,0.0053,Phospholipids to Total-Lipids in Small HDL percentage
Lactate,0.0042,0.0050,Lactate
IDL-PL%,0.0043,0.0050,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-C%,0.0045,0.0036,Cholesterol to Total-Lipids in Very Large HDL percentage
Ala,0.0053,0.0034,Alanine
L-VLDL-PL%,0.0024,0.0032,Phospholipids to Total-Lipids in Large VLDL percentage
Omega-6/Omega-3,0.0028,0.0026,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-CE%,0.0025,0.0024,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0025,0.0023,Isoleucine
SFA%,0.0008,0.0018,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0018,0.0016,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0015,0.0014,Phospholipids to Total-Lipids in Large HDL percentage
Omega-3%,0.0013,0.0014,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LDL-size,0.0012,0.0011,Average Diameter for LDL Particles
S-LDL-C%,0.0017,0.0011,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.0012,0.0010,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-CE%,0.0008,0.0008,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
