Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.0907,0.0854,Albumin
GlycA,0.0777,0.0701,Glycoprotein Acetyls
Leu,0.0522,0.0578,Leucine
LA%,0.0582,0.0546,Linoleic Acid to Total-Fatty Acids percentage
Glu-lactate,0.0662,0.0540,Glucose-lactate
XS-VLDL-PL%,0.0492,0.0520,Phospholipids to Total-Lipids in Very Small VLDL percentage
DHA%,0.0462,0.0450,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-CE%,0.0543,0.0416,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Creatinine,0.0438,0.0414,Creatinine
Gly,0.0458,0.0397,Glycine
His,0.0327,0.0283,Histidine
Phe,0.0248,0.0268,Phenylalanine
IDL-PL%,0.0182,0.0239,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,0.0272,0.0229,Phospholipids to Total-Lipids in Large HDL percentage
Acetone,0.0140,0.0221,Acetone
Tyr,0.0218,0.0219,Tyrosine
Ile,0.0213,0.0217,Isoleucine
Val,0.0227,0.0213,Valine
Gln,0.0125,0.0207,Glutamine
MUFA%,0.0155,0.0198,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-PL%,0.0178,0.0188,Phospholipids to Total-Lipids in Large LDL percentage
Citrate,0.0092,0.0173,Citrate
Acetate,0.0163,0.0167,Acetate
3-Hydroxybutyrate,0.0128,0.0164,3-Hydroxybutyrate
Acetoacetate,0.0130,0.0149,Acetoacetate
LDL-size,0.0138,0.0137,Average Diameter for LDL Particles
Glu,0.0138,0.0127,Glucose
Sc-ala,0.0115,0.0126,Spectrometer-corrected alanine
Ala,0.0047,0.0118,Alanine
Pyruvate,0.0105,0.0117,Pyruvate
IDL-FC%,0.0075,0.0087,Free Cholesterol to Total-Lipids in IDL percentage
Lactate,0.0102,0.0084,Lactate
M-LDL-C%,0.0105,0.0081,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0063,0.0074,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-FC%,0.0043,0.0059,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Unsaturation,0.0033,0.0059,Degree of Unsaturation
XXL-VLDL-TG%,0.0050,0.0059,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,0.0040,0.0057,Docosahexaenoic Acid
XL-HDL-FC,0.0060,0.0042,Free Cholesterol in Very Large HDL
XXL-VLDL-PL%,0.0052,0.0038,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3,0.0047,0.0036,Omega-3 Fatty Acids
SFA%,0.0030,0.0034,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,0.0025,0.0030,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-PL%,0.0042,0.0029,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-FC%,0.0015,0.0025,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.0015,0.0020,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC%,0.0013,0.0009,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0007,0.0003,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
