Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1802,0.1945,Creatinine
GlycA,0.0755,0.0671,Glycoprotein Acetyls
3-Hydroxybutyrate,0.0538,0.0530,3-Hydroxybutyrate
L-LDL-PL%,0.0260,0.0433,Phospholipids to Total-Lipids in Large LDL percentage
Acetate,0.0273,0.0371,Acetate
XS-VLDL-FC%,0.0502,0.0363,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Citrate,0.0382,0.0332,Citrate
Gly,0.0473,0.0321,Glycine
Pyruvate,0.0327,0.0320,Pyruvate
Lactate,0.0292,0.0272,Lactate
Tyr,0.0230,0.0264,Tyrosine
L-LDL-CE%,0.0185,0.0252,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Gln,0.0257,0.0229,Glutamine
S-LDL-C%,0.0243,0.0211,Cholesterol to Total-Lipids in Small LDL percentage
IDL-PL%,0.0285,0.0203,Phospholipids to Total-Lipids in IDL percentage
SFA%,0.0147,0.0201,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-PL%,0.0257,0.0198,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,0.0205,0.0184,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-PL%,0.0217,0.0158,Phospholipids to Total-Lipids in Small HDL percentage
LDL-size,0.0150,0.0156,Average Diameter for LDL Particles
VLDL-size,0.0160,0.0154,Average Diameter for VLDL Particles
Phe,0.0185,0.0153,Phenylalanine
Acetone,0.0178,0.0151,Acetone
Ala,0.0072,0.0137,Alanine
Sc-ala,0.0042,0.0128,Spectrometer-corrected alanine
S-HDL-FC%,0.0128,0.0122,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.0133,0.0118,Phospholipids to Total-Lipids in Medium LDL percentage
His,0.0080,0.0109,Histidine
L-LDL-C%,0.0118,0.0106,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-CE%,0.0072,0.0105,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-FC%,0.0093,0.0098,Free Cholesterol to Total-Lipids in IDL percentage
Val,0.0083,0.0097,Valine
L-HDL-PL,0.0118,0.0083,Phospholipids in Large HDL
L-HDL-L,0.0088,0.0078,Total-Lipids in Large HDL
Glu,0.0060,0.0070,Glucose
XS-VLDL-PL%,0.0068,0.0067,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.0067,0.0065,Cholesterol to Total-Lipids in Medium LDL percentage
Total-PL,0.0055,0.0059,Total-Phospholipids in Lipoprotein Particles
Acetoacetate,0.0043,0.0054,Acetoacetate
S-LDL-PL%,0.0010,0.0039,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-C%,0.0055,0.0039,Cholesterol to Total-Lipids in Very Large HDL percentage
Glu-lactate,0.0035,0.0038,Glucose-lactate
XXL-VLDL-FC%,0.0040,0.0037,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA%,0.0027,0.0027,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,0.0015,0.0025,Degree of Unsaturation
S-LDL-CE%,0.0023,0.0023,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA%,0.0015,0.0022,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0013,0.0022,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-PL%,0.0008,0.0019,Phospholipids to Total-Lipids in Very Large VLDL percentage
Albumin,0.0027,0.0017,Albumin
XXL-VLDL-C%,0.0022,0.0017,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3%,0.0005,0.0016,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-CE%,0.0017,0.0016,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-HDL-PL%,0.0010,0.0016,Phospholipids to Total-Lipids in Large HDL percentage
Ile,0.0015,0.0015,Isoleucine
PUFA%,0.0007,0.0013,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.0007,0.0009,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.0005,0.0007,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-FC,0.0012,0.0006,Free Cholesterol in Very Small VLDL
PUFA/MUFA,0.0005,0.0005,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XXL-VLDL-TG%,0.0003,0.0003,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0002,0.0001,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
