Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-CE%,0.0882,0.0748,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Glu-lactate,0.0738,0.0702,Glucose-lactate
His,0.0780,0.0644,Histidine
Albumin,0.0660,0.0614,Albumin
Tyr,0.0710,0.0612,Tyrosine
Pyruvate,0.0388,0.0461,Pyruvate
Gln,0.0443,0.0445,Glutamine
LA%,0.0530,0.0433,Linoleic Acid to Total-Fatty Acids percentage
Citrate,0.0320,0.0393,Citrate
Acetoacetate,0.0320,0.0377,Acetoacetate
S-HDL-CE,0.0390,0.0369,Cholesteryl Esters in Small HDL
Acetate,0.0272,0.0285,Acetate
Ala,0.0190,0.0272,Alanine
Glu,0.0302,0.0261,Glucose
IDL-CE%,0.0205,0.0222,Cholesteryl Esters to Total-Lipids in IDL percentage
Creatinine,0.0237,0.0214,Creatinine
Phe,0.0143,0.0213,Phenylalanine
L-VLDL-TG%,0.0165,0.0209,Triglycerides to Total-Lipids in Large VLDL percentage
GlycA,0.0127,0.0155,Glycoprotein Acetyls
IDL-C%,0.0137,0.0126,Cholesterol to Total-Lipids in IDL percentage
Omega-6%,0.0127,0.0126,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Gly,0.0158,0.0119,Glycine
M-LDL-TG%,0.0100,0.0118,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0148,0.0107,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-C%,0.0063,0.0098,Cholesterol to Total-Lipids in Small LDL percentage
Lactate,0.0082,0.0096,Lactate
Unsaturation,0.0093,0.0093,Degree of Unsaturation
L-LDL-PL%,0.0050,0.0084,Phospholipids to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0088,0.0084,3-Hydroxybutyrate
L-LDL-TG%,0.0062,0.0080,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-C%,0.0050,0.0067,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-FC%,0.0062,0.0065,Free Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-C%,0.0023,0.0064,Cholesterol to Total-Lipids in Small VLDL percentage
MUFA%,0.0065,0.0064,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0045,0.0063,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-PL%,0.0052,0.0063,Phospholipids to Total-Lipids in Very Large VLDL percentage
Acetone,0.0048,0.0056,Acetone
L-HDL-FC%,0.0035,0.0055,Free Cholesterol to Total-Lipids in Large HDL percentage
LDL-size,0.0057,0.0054,Average Diameter for LDL Particles
XXL-VLDL-FC%,0.0092,0.0054,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-FC%,0.0028,0.0053,Free Cholesterol to Total-Lipids in IDL percentage
IDL-PL%,0.0052,0.0052,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-PL,0.0038,0.0047,Phospholipids in Very Large HDL
Sc-ala,0.0048,0.0036,Spectrometer-corrected alanine
SFA%,0.0023,0.0035,Saturated Fatty Acids to Total-Fatty Acids percentage
Ile,0.0050,0.0034,Isoleucine
XXL-VLDL-CE%,0.0015,0.0033,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA%,0.0032,0.0033,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-TG,0.0028,0.0031,Triglycerides in IDL
XXL-VLDL-PL%,0.0040,0.0029,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3,0.0040,0.0028,Omega-3 Fatty Acids
S-HDL-PL%,0.0017,0.0026,Phospholipids to Total-Lipids in Small HDL percentage
DHA,0.0027,0.0026,Docosahexaenoic Acid
S-VLDL-FC%,0.0020,0.0026,Free Cholesterol to Total-Lipids in Small VLDL percentage
PUFA/MUFA,0.0013,0.0025,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Val,0.0007,0.0018,Valine
M-LDL-CE%,0.0018,0.0018,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Leu,0.0015,0.0018,Leucine
L-LDL-FC%,0.0010,0.0017,Free Cholesterol to Total-Lipids in Large LDL percentage
Total-BCAA,0.0013,0.0014,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-PL%,0.0005,0.0014,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,0.0010,0.0011,Triglycerides to Total-Lipids in IDL percentage
XL-HDL-C%,0.0010,0.0008,Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,0.0002,0.0004,Phospholipids to Total-Lipids in Medium LDL percentage
