Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-FC%,0.0785,0.0619,Free Cholesterol to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0600,0.0588,3-Hydroxybutyrate
Tyr,0.0295,0.0514,Tyrosine
SFA%,0.0487,0.0492,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0620,0.0427,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.0512,0.0420,Phospholipids to Total-Lipids in Large LDL percentage
Pyruvate,0.0357,0.0419,Pyruvate
Citrate,0.0300,0.0371,Citrate
Sc-ala,0.0383,0.0369,Spectrometer-corrected alanine
Albumin,0.0382,0.0367,Albumin
Acetoacetate,0.0305,0.0367,Acetoacetate
His,0.0240,0.0366,Histidine
Gly,0.0258,0.0332,Glycine
Phe,0.0200,0.0300,Phenylalanine
Ala,0.0435,0.0275,Alanine
Acetate,0.0205,0.0257,Acetate
Gln,0.0147,0.0232,Glutamine
Glu-lactate,0.0138,0.0223,Glucose-lactate
Creatinine,0.0210,0.0218,Creatinine
GlycA,0.0223,0.0216,Glycoprotein Acetyls
LDL-size,0.0125,0.0207,Average Diameter for LDL Particles
M-LDL-C%,0.0265,0.0203,Cholesterol to Total-Lipids in Medium LDL percentage
Acetone,0.0235,0.0193,Acetone
Omega-3,0.0258,0.0174,Omega-3 Fatty Acids
Val,0.0145,0.0165,Valine
XXL-VLDL-CE%,0.0162,0.0161,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0215,0.0113,Linoleic Acid to Total-Fatty Acids percentage
Glu,0.0135,0.0108,Glucose
M-LDL-PL%,0.0103,0.0097,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.0072,0.0085,Cholesterol to Total-Lipids in Small LDL percentage
Total-BCAA,0.0143,0.0082,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Lactate,0.0090,0.0081,Lactate
L-LDL-CE%,0.0095,0.0076,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-FC%,0.0050,0.0070,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-CE%,0.0043,0.0069,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
LA,0.0095,0.0067,Linoleic Acid
S-LDL-CE%,0.0067,0.0066,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Ile,0.0048,0.0061,Isoleucine
S-HDL-CE%,0.0063,0.0055,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-FC%,0.0057,0.0051,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-VLDL-PL%,0.0047,0.0050,Phospholipids to Total-Lipids in Very Large VLDL percentage
DHA,0.0050,0.0048,Docosahexaenoic Acid
L-VLDL-TG%,0.0058,0.0047,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-FC%,0.0038,0.0046,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-CE%,0.0067,0.0041,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-3%,0.0030,0.0035,Omega-3 Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.0030,0.0033,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,0.0033,0.0028,Phospholipids to Total-Lipids in IDL percentage
Unsaturation,0.0018,0.0026,Degree of Unsaturation
XL-HDL-FC,0.0010,0.0021,Free Cholesterol in Very Large HDL
Omega-6/Omega-3,0.0020,0.0019,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-PL%,0.0010,0.0017,Phospholipids to Total-Lipids in Very Large HDL percentage
PUFA%,0.0023,0.0014,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0005,0.0011,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,0.0005,0.0005,Leucine
L-HDL-PL%,0.0007,0.0003,Phospholipids to Total-Lipids in Large HDL percentage
