Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XS-VLDL-PL%,0.1162,0.0769,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,0.0762,0.0668,Glycoprotein Acetyls
LA%,0.0557,0.0513,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0315,0.0506,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.0510,0.0444,Phospholipids to Total-Lipids in Large LDL percentage
Sc-ala,0.0413,0.0414,Spectrometer-corrected alanine
MUFA%,0.0325,0.0373,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ile,0.0192,0.0361,Isoleucine
Citrate,0.0283,0.0360,Citrate
Acetone,0.0317,0.0357,Acetone
Val,0.0558,0.0322,Valine
Tyr,0.0200,0.0321,Tyrosine
Albumin,0.0273,0.0320,Albumin
Ala,0.0305,0.0308,Alanine
Gly,0.0240,0.0297,Glycine
Acetate,0.0223,0.0291,Acetate
His,0.0150,0.0234,Histidine
Acetoacetate,0.0210,0.0198,Acetoacetate
LDL-size,0.0167,0.0170,Average Diameter for LDL Particles
DHA%,0.0098,0.0156,Docosahexaenoic Acid to Total-Fatty Acids percentage
Phe,0.0125,0.0149,Phenylalanine
L-LDL-C%,0.0175,0.0148,Cholesterol to Total-Lipids in Large LDL percentage
IDL-PL%,0.0112,0.0137,Phospholipids to Total-Lipids in IDL percentage
Lactate,0.0105,0.0133,Lactate
L-LDL-CE%,0.0193,0.0129,Cholesteryl Esters to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0103,0.0116,3-Hydroxybutyrate
XL-HDL-CE%,0.0090,0.0115,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-VLDL-PL%,0.0157,0.0114,Phospholipids to Total-Lipids in Small VLDL percentage
SFA%,0.0067,0.0110,Saturated Fatty Acids to Total-Fatty Acids percentage
Pyruvate,0.0088,0.0109,Pyruvate
Omega-3%,0.0107,0.0105,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-LDL-FC%,0.0132,0.0099,Free Cholesterol to Total-Lipids in Large LDL percentage
Gln,0.0158,0.0096,Glutamine
DHA,0.0105,0.0085,Docosahexaenoic Acid
S-HDL-FC%,0.0057,0.0071,Free Cholesterol to Total-Lipids in Small HDL percentage
Unsaturation,0.0097,0.0068,Degree of Unsaturation
M-LDL-CE%,0.0027,0.0059,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0052,0.0058,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-HDL-PL%,0.0067,0.0057,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-C%,0.0097,0.0054,Cholesterol to Total-Lipids in Small VLDL percentage
Glu,0.0047,0.0053,Glucose
XXL-VLDL-FC%,0.0060,0.0053,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,0.0067,0.0047,Leucine
IDL-FC,0.0052,0.0043,Free Cholesterol in IDL
M-VLDL-PL,0.0023,0.0041,Phospholipids in Medium VLDL
PUFA/MUFA,0.0048,0.0036,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-TG%,0.0033,0.0034,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.0027,0.0033,Cholesterol to Total-Lipids in IDL percentage
S-LDL-CE%,0.0015,0.0026,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Cholines,0.0012,0.0023,Total-Cholines
Total-BCAA,0.0032,0.0023,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-PL%,0.0022,0.0022,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,0.0028,0.0021,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,0.0010,0.0021,Creatinine
LA,0.0030,0.0020,Linoleic Acid
PUFA%,0.0022,0.0019,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-L,0.0023,0.0018,Total-Lipids in Small VLDL
S-HDL-CE%,0.0020,0.0016,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-FC%,0.0025,0.0014,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-TG%,0.0010,0.0012,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-CE%,0.0007,0.0010,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Glu-lactate,0.0005,0.0009,Glucose-lactate
Phosphoglyc,0.0012,0.0008,Phosphoglycerides
