Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0687,0.1729,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.1703,0.1432,Albumin
GlycA,0.1640,0.1255,Glycoprotein Acetyls
XS-VLDL-CE%,0.0557,0.1122,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Total-BCAA,0.0628,0.0582,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
PUFA,0.0362,0.0338,Polyunsaturated Fatty Acids
LA%,0.0387,0.0319,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.0213,0.0308,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.0333,0.0302,Cholesteryl Esters to Total-Lipids in IDL percentage
Unsaturation,0.0343,0.0256,Degree of Unsaturation
Leu,0.0338,0.0251,Leucine
Glu,0.0352,0.0229,Glucose
IDL-TG%,0.0083,0.0227,Triglycerides to Total-Lipids in IDL percentage
Val,0.0298,0.0200,Valine
LA,0.0188,0.0152,Linoleic Acid
3-Hydroxybutyrate,0.0187,0.0139,3-Hydroxybutyrate
Tyr,0.0183,0.0131,Tyrosine
L-HDL-PL%,0.0145,0.0098,Phospholipids to Total-Lipids in Large HDL percentage
Phe,0.0128,0.0097,Phenylalanine
L-HDL-C%,0.0107,0.0084,Cholesterol to Total-Lipids in Large HDL percentage
Creatinine,0.0125,0.0084,Creatinine
Citrate,0.0103,0.0070,Citrate
S-LDL-CE%,0.0067,0.0055,Cholesteryl Esters to Total-Lipids in Small LDL percentage
PUFA%,0.0085,0.0053,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0070,0.0046,Free Cholesterol to Total-Lipids in Large VLDL percentage
Glu-lactate,0.0067,0.0045,Glucose-lactate
Omega-6,0.0043,0.0039,Omega-6 Fatty Acids
Omega-3%,0.0065,0.0038,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Acetate,0.0055,0.0033,Acetate
XS-VLDL-PL%,0.0045,0.0032,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,0.0037,0.0026,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Acetone,0.0042,0.0024,Acetone
Lactate,0.0040,0.0023,Lactate
S-LDL-C%,0.0030,0.0021,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-FC%,0.0030,0.0018,Free Cholesterol to Total-Lipids in Large HDL percentage
Gln,0.0033,0.0017,Glutamine
IDL-FC%,0.0027,0.0017,Free Cholesterol to Total-Lipids in IDL percentage
His,0.0028,0.0016,Histidine
L-VLDL-TG%,0.0020,0.0016,Triglycerides to Total-Lipids in Large VLDL percentage
Ile,0.0018,0.0010,Isoleucine
Ala,0.0018,0.0010,Alanine
L-LDL-CE%,0.0013,0.0009,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Acetoacetate,0.0012,0.0009,Acetoacetate
Gly,0.0015,0.0008,Glycine
L-LDL-PL%,0.0013,0.0006,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-C%,0.0007,0.0006,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0007,0.0004,Free Cholesterol to Total-Lipids in Small HDL percentage
Pyruvate,0.0007,0.0004,Pyruvate
IDL-C%,0.0005,0.0003,Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-FC%,0.0005,0.0003,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0005,0.0003,Saturated Fatty Acids to Total-Fatty Acids percentage
