Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1677,0.2884,Linoleic Acid to Total-Fatty Acids percentage
SFA%,0.0805,0.1788,Saturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-CE,0.0928,0.0857,Cholesteryl Esters in Small HDL
PUFA%,0.0845,0.0585,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0755,0.0555,Acetone
S-HDL-PL,0.0328,0.0366,Phospholipids in Small HDL
Gly,0.0633,0.0313,Glycine
M-HDL-L,0.0272,0.0306,Total-Lipids in Medium HDL
Citrate,0.0485,0.0268,Citrate
Val,0.0317,0.0229,Valine
Omega-3,0.0295,0.0183,Omega-3 Fatty Acids
L-HDL-PL%,0.0323,0.0161,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-C,0.0213,0.0157,Cholesterol in Small HDL
M-HDL-CE,0.0162,0.0156,Cholesteryl Esters in Medium HDL
Unsaturation,0.0240,0.0148,Degree of Unsaturation
PUFA/MUFA,0.0230,0.0130,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-PL,0.0102,0.0106,Phospholipids in Medium HDL
LA,0.0145,0.0083,Linoleic Acid
MUFA%,0.0087,0.0070,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.0127,0.0063,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-C,0.0070,0.0061,Cholesterol in Medium HDL
Gln,0.0077,0.0047,Glutamine
L-HDL-CE,0.0077,0.0043,Cholesteryl Esters in Large HDL
L-VLDL-FC%,0.0083,0.0042,Free Cholesterol to Total-Lipids in Large VLDL percentage
TG/PG,0.0047,0.0041,Triglycerides to Phosphoglycerides ratio
M-HDL-TG%,0.0082,0.0041,Triglycerides to Total-Lipids in Medium HDL percentage
IDL-PL%,0.0072,0.0038,Phospholipids to Total-Lipids in IDL percentage
ApoB/ApoA1,0.0040,0.0029,Apolipoprotein B to Apolipoprotein A1 ratio
Acetate,0.0085,0.0028,Acetate
S-HDL-TG%,0.0020,0.0026,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-PL%,0.0058,0.0024,Phospholipids to Total-Lipids in Small HDL percentage
3-Hydroxybutyrate,0.0027,0.0021,3-Hydroxybutyrate
L-LDL-C%,0.0025,0.0014,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.0017,0.0013,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-FC%,0.0017,0.0013,Free Cholesterol to Total-Lipids in Small HDL percentage
LDL-size,0.0032,0.0012,Average Diameter for LDL Particles
M-LDL-CE%,0.0022,0.0011,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Creatinine,0.0025,0.0010,Creatinine
Total-BCAA,0.0012,0.0010,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-PL%,0.0015,0.0009,Phospholipids to Total-Lipids in Very Small VLDL percentage
Tyr,0.0023,0.0009,Tyrosine
IDL-FC%,0.0012,0.0007,Free Cholesterol to Total-Lipids in IDL percentage
VLDL-size,0.0013,0.0007,Average Diameter for VLDL Particles
XXL-VLDL-FC%,0.0017,0.0007,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-PL%,0.0012,0.0006,Phospholipids to Total-Lipids in Medium VLDL percentage
Glu-lactate,0.0015,0.0006,Glucose-lactate
Lactate,0.0015,0.0005,Lactate
Albumin,0.0008,0.0004,Albumin
GlycA,0.0005,0.0003,Glycoprotein Acetyls
Ala,0.0007,0.0002,Alanine
Sc-ala,0.0002,9.5276e-05,Spectrometer-corrected alanine
XL-HDL-C%,0.0002,7.5509e-05,Cholesterol to Total-Lipids in Very Large HDL percentage
Acetoacetate,0.0002,2.9121e-05,Acetoacetate
