Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.0720,0.0634,Creatinine
Omega-6/Omega-3,0.0430,0.0595,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Pyruvate,0.0302,0.0492,Pyruvate
Gly,0.0392,0.0391,Glycine
Acetone,0.0520,0.0379,Acetone
Acetate,0.0318,0.0357,Acetate
His,0.0222,0.0353,Histidine
XL-HDL-FC%,0.0452,0.0331,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Albumin,0.0383,0.0316,Albumin
S-HDL-CE%,0.0418,0.0315,Cholesteryl Esters to Total-Lipids in Small HDL percentage
VLDL-size,0.0395,0.0288,Average Diameter for VLDL Particles
LDL-size,0.0260,0.0287,Average Diameter for LDL Particles
Omega-3%,0.0315,0.0286,Omega-3 Fatty Acids to Total-Fatty Acids percentage
GlycA,0.0180,0.0260,Glycoprotein Acetyls
Tyr,0.0155,0.0239,Tyrosine
Citrate,0.0170,0.0231,Citrate
L-VLDL-PL%,0.0392,0.0225,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-PL%,0.0217,0.0221,Phospholipids to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0155,0.0207,3-Hydroxybutyrate
S-LDL-CE%,0.0168,0.0199,Cholesteryl Esters to Total-Lipids in Small LDL percentage
IDL-PL%,0.0263,0.0184,Phospholipids to Total-Lipids in IDL percentage
Lactate,0.0155,0.0180,Lactate
Phe,0.0057,0.0135,Phenylalanine
S-HDL-C%,0.0103,0.0130,Cholesterol to Total-Lipids in Small HDL percentage
Omega-6%,0.0065,0.0122,Omega-6 Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0045,0.0116,Free Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.0090,0.0115,Cholesteryl Esters to Total-Lipids in IDL percentage
Gln,0.0110,0.0099,Glutamine
DHA%,0.0100,0.0093,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.0128,0.0091,Cholesterol to Total-Lipids in Large LDL percentage
Ile,0.0090,0.0088,Isoleucine
ApoA1,0.0113,0.0083,Apolipoprotein A1
Glu-lactate,0.0105,0.0077,Glucose-lactate
L-VLDL-FC%,0.0118,0.0077,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-PL%,0.0077,0.0073,Phospholipids to Total-Lipids in Small LDL percentage
LA%,0.0095,0.0071,Linoleic Acid to Total-Fatty Acids percentage
Unsaturation,0.0068,0.0066,Degree of Unsaturation
XL-HDL-C%,0.0078,0.0066,Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,0.0067,0.0065,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-PL%,0.0047,0.0064,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE%,0.0085,0.0060,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-C%,0.0072,0.0058,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-TG,0.0080,0.0053,Triglycerides in Medium LDL
XXL-VLDL-C%,0.0055,0.0050,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-TG,0.0052,0.0049,Triglycerides in Very Large HDL
L-HDL-CE%,0.0032,0.0048,Cholesteryl Esters to Total-Lipids in Large HDL percentage
MUFA%,0.0020,0.0048,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Leu,0.0035,0.0047,Leucine
S-HDL-FC%,0.0063,0.0047,Free Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-C%,0.0040,0.0046,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C%,0.0045,0.0045,Cholesterol to Total-Lipids in IDL percentage
M-LDL-TG%,0.0030,0.0044,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-L,0.0097,0.0044,Total-Lipids in HDL
HDL-CE,0.0055,0.0044,Cholesteryl Esters in HDL
XL-VLDL-CE,0.0042,0.0044,Cholesteryl Esters in Very Large VLDL
M-LDL-CE%,0.0020,0.0044,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.0042,0.0042,Phospholipids to Total-Lipids in Small HDL percentage
Glu,0.0053,0.0040,Glucose
XS-VLDL-PL%,0.0020,0.0039,Phospholipids to Total-Lipids in Very Small VLDL percentage
Ala,0.0030,0.0038,Alanine
M-LDL-FC,0.0040,0.0037,Free Cholesterol in Medium LDL
S-LDL-FC,0.0017,0.0035,Free Cholesterol in Small LDL
L-HDL-TG,0.0028,0.0033,Triglycerides in Large HDL
S-LDL-C%,0.0018,0.0032,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-L,0.0048,0.0030,Total-Lipids in Small HDL
LA,0.0032,0.0029,Linoleic Acid
