Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Acetate,0.0702,0.0726,Acetate
IDL-PL%,0.0737,0.0721,Phospholipids to Total-Lipids in IDL percentage
S-HDL-FC%,0.1168,0.0704,Free Cholesterol to Total-Lipids in Small HDL percentage
Pyruvate,0.0442,0.0646,Pyruvate
Sc-ala,0.0433,0.0475,Spectrometer-corrected alanine
Acetone,0.0438,0.0452,Acetone
XL-HDL-TG,0.0583,0.0440,Triglycerides in Very Large HDL
Ala,0.0392,0.0389,Alanine
Gly,0.0435,0.0383,Glycine
L-LDL-CE%,0.0492,0.0373,Cholesteryl Esters to Total-Lipids in Large LDL percentage
GlycA,0.0240,0.0308,Glycoprotein Acetyls
Acetoacetate,0.0223,0.0275,Acetoacetate
Creatinine,0.0272,0.0264,Creatinine
Citrate,0.0275,0.0264,Citrate
Tyr,0.0117,0.0216,Tyrosine
Albumin,0.0225,0.0214,Albumin
L-LDL-PL%,0.0153,0.0168,Phospholipids to Total-Lipids in Large LDL percentage
S-LDL-PL%,0.0212,0.0162,Phospholipids to Total-Lipids in Small LDL percentage
Glu,0.0118,0.0161,Glucose
XS-VLDL-PL%,0.0227,0.0155,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-FC%,0.0100,0.0153,Free Cholesterol to Total-Lipids in IDL percentage
MUFA%,0.0107,0.0149,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ile,0.0073,0.0144,Isoleucine
Phe,0.0072,0.0132,Phenylalanine
Lactate,0.0130,0.0122,Lactate
S-LDL-PL,0.0087,0.0119,Phospholipids in Small LDL
L-HDL-TG%,0.0097,0.0116,Triglycerides to Total-Lipids in Large HDL percentage
LDL-size,0.0085,0.0111,Average Diameter for LDL Particles
M-LDL-C%,0.0055,0.0102,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3%,0.0092,0.0079,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Remnant-C,0.0028,0.0078,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-HDL-TG,0.0052,0.0078,Triglycerides in Large HDL
LA%,0.0085,0.0068,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0025,0.0061,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.0077,0.0056,Degree of Unsaturation
IDL-TG,0.0052,0.0054,Triglycerides in IDL
S-LDL-CE,0.0037,0.0052,Cholesteryl Esters in Small LDL
M-LDL-CE%,0.0052,0.0051,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0030,0.0049,3-Hydroxybutyrate
L-VLDL-TG%,0.0028,0.0049,Triglycerides to Total-Lipids in Large VLDL percentage
S-VLDL-TG,0.0047,0.0048,Triglycerides in Small VLDL
Gln,0.0068,0.0041,Glutamine
S-LDL-C%,0.0047,0.0041,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0057,0.0039,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-HDL-FC%,0.0040,0.0038,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-6%,0.0017,0.0038,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,0.0052,0.0037,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-TG%,0.0027,0.0035,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0055,0.0035,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0023,0.0034,Docosahexaenoic Acid to Total-Fatty Acids percentage
SM,0.0025,0.0032,Sphingomyelins
His,0.0027,0.0028,Histidine
XXL-VLDL-C%,0.0023,0.0028,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,0.0043,0.0027,Docosahexaenoic Acid
Total-BCAA,0.0055,0.0026,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-FC%,0.0017,0.0024,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-TG,0.0027,0.0022,Triglycerides in LDL
Glu-lactate,0.0022,0.0021,Glucose-lactate
VLDL-C,0.0015,0.0019,VLDL Cholesterol
S-HDL-PL%,0.0020,0.0018,Phospholipids to Total-Lipids in Small HDL percentage
Val,0.0018,0.0016,Valine
IDL-CE%,0.0010,0.0013,Cholesteryl Esters to Total-Lipids in IDL percentage
SFA%,0.0007,0.0006,Saturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-CE%,0.0002,0.0004,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-VLDL-PL%,0.0007,0.0004,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-FC%,0.0007,0.0004,Free Cholesterol to Total-Lipids in Large LDL percentage
