Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2163,0.2479,Glycoprotein Acetyls
Creatinine,0.1607,0.1344,Creatinine
LA%,0.0565,0.0576,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.0583,0.0479,Albumin
Ala,0.0430,0.0395,Alanine
Citrate,0.0302,0.0332,Citrate
IDL-CE%,0.0280,0.0307,Cholesteryl Esters to Total-Lipids in IDL percentage
Gln,0.0175,0.0296,Glutamine
Leu,0.0258,0.0288,Leucine
Acetone,0.0282,0.0254,Acetone
IDL-PL%,0.0218,0.0250,Phospholipids to Total-Lipids in IDL percentage
Sc-ala,0.0248,0.0240,Spectrometer-corrected alanine
M-LDL-PL%,0.0248,0.0232,Phospholipids to Total-Lipids in Medium LDL percentage
Glu,0.0153,0.0195,Glucose
Pyruvate,0.0168,0.0177,Pyruvate
Tyr,0.0180,0.0148,Tyrosine
XS-VLDL-PL%,0.0153,0.0144,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-FC%,0.0147,0.0136,Free Cholesterol to Total-Lipids in IDL percentage
Acetate,0.0145,0.0123,Acetate
Gly,0.0147,0.0117,Glycine
Omega-3,0.0113,0.0114,Omega-3 Fatty Acids
Acetoacetate,0.0080,0.0108,Acetoacetate
3-Hydroxybutyrate,0.0115,0.0088,3-Hydroxybutyrate
PUFA/MUFA,0.0078,0.0080,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Phe,0.0103,0.0078,Phenylalanine
Ile,0.0060,0.0078,Isoleucine
Unsaturation,0.0082,0.0076,Degree of Unsaturation
His,0.0097,0.0073,Histidine
MUFA%,0.0070,0.0071,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,0.0067,0.0069,Glucose-lactate
XXL-VLDL-CE%,0.0078,0.0069,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,0.0052,0.0061,Lactate
DHA,0.0070,0.0057,Docosahexaenoic Acid
XL-HDL-CE%,0.0038,0.0044,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-CE%,0.0042,0.0043,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-HDL-FC%,0.0053,0.0037,Free Cholesterol to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,0.0048,0.0035,Apolipoprotein B to Apolipoprotein A1 ratio
L-HDL-CE%,0.0030,0.0030,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LDL-size,0.0030,0.0029,Average Diameter for LDL Particles
S-HDL-TG,0.0022,0.0027,Triglycerides in Small HDL
L-HDL-TG,0.0008,0.0024,Triglycerides in Large HDL
S-HDL-FC%,0.0030,0.0023,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-FC%,0.0015,0.0021,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-VLDL-FC%,0.0020,0.0020,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Omega-3%,0.0018,0.0018,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0025,0.0016,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0018,0.0015,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-C%,0.0017,0.0014,Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.0013,0.0014,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0017,0.0014,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-PL%,0.0012,0.0011,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.0010,0.0010,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-TG%,0.0002,0.0008,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0008,0.0007,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.0003,0.0003,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Val,0.0002,9.7289e-05,Valine
