Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XS-VLDL-CE%,0.0717,0.1473,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Gly,0.1142,0.0951,Glycine
Creatinine,0.1043,0.0924,Creatinine
L-HDL-CE,0.0752,0.0811,Cholesteryl Esters in Large HDL
L-HDL-C,0.0482,0.0809,Cholesterol in Large HDL
IDL-CE%,0.0582,0.0775,Cholesteryl Esters to Total-Lipids in IDL percentage
LA,0.0603,0.0732,Linoleic Acid
Albumin,0.0577,0.0369,Albumin
LA%,0.0410,0.0328,Linoleic Acid to Total-Fatty Acids percentage
HDL-CE,0.0412,0.0318,Cholesteryl Esters in HDL
Glu,0.0235,0.0193,Glucose
XL-HDL-CE,0.0180,0.0173,Cholesteryl Esters in Very Large HDL
Acetate,0.0203,0.0155,Acetate
Lactate,0.0142,0.0137,Lactate
L-HDL-PL%,0.0153,0.0115,Phospholipids to Total-Lipids in Large HDL percentage
Glu-lactate,0.0112,0.0101,Glucose-lactate
HDL-size,0.0128,0.0095,Average Diameter for HDL Particles
L-VLDL-FC%,0.0192,0.0090,Free Cholesterol to Total-Lipids in Large VLDL percentage
DHA%,0.0123,0.0087,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-C,0.0065,0.0082,Cholesterol in IDL
IDL-PL%,0.0130,0.0080,Phospholipids to Total-Lipids in IDL percentage
M-LDL-C%,0.0073,0.0070,Cholesterol to Total-Lipids in Medium LDL percentage
Gln,0.0098,0.0067,Glutamine
GlycA,0.0168,0.0067,Glycoprotein Acetyls
M-HDL-FC%,0.0067,0.0066,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-CE%,0.0063,0.0060,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-HDL-FC,0.0060,0.0060,Free Cholesterol in Very Large HDL
XS-VLDL-C%,0.0037,0.0053,Cholesterol to Total-Lipids in Very Small VLDL percentage
Phe,0.0063,0.0051,Phenylalanine
L-HDL-C%,0.0068,0.0051,Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-PL%,0.0098,0.0050,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-FC%,0.0072,0.0050,Free Cholesterol to Total-Lipids in Small HDL percentage
Sc-ala,0.0058,0.0049,Spectrometer-corrected alanine
Ile,0.0055,0.0043,Isoleucine
XL-VLDL-PL%,0.0038,0.0041,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-LDL-C%,0.0035,0.0040,Cholesterol to Total-Lipids in Large LDL percentage
Acetoacetate,0.0083,0.0040,Acetoacetate
L-HDL-FC%,0.0052,0.0039,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-TG%,0.0047,0.0035,Triglycerides to Total-Lipids in Large LDL percentage
IDL-FC%,0.0047,0.0035,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-CE%,0.0030,0.0031,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-TG%,0.0035,0.0024,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,0.0025,0.0017,Docosahexaenoic Acid
XXL-VLDL-PL%,0.0030,0.0017,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0022,0.0016,Average Diameter for LDL Particles
Omega-3%,0.0027,0.0015,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0017,0.0014,Acetone
M-LDL-PL%,0.0018,0.0013,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,0.0008,0.0011,Alanine
XS-VLDL-PL%,0.0018,0.0009,Phospholipids to Total-Lipids in Very Small VLDL percentage
Tyr,0.0010,0.0008,Tyrosine
ApoB/ApoA1,0.0018,0.0008,Apolipoprotein B to Apolipoprotein A1 ratio
Unsaturation,0.0012,0.0008,Degree of Unsaturation
Pyruvate,0.0007,0.0006,Pyruvate
XL-HDL-PL%,0.0005,0.0005,Phospholipids to Total-Lipids in Very Large HDL percentage
L-LDL-PL%,0.0007,0.0005,Phospholipids to Total-Lipids in Large LDL percentage
Val,0.0008,0.0005,Valine
XXL-VLDL-CE%,0.0007,0.0005,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
His,0.0007,0.0004,Histidine
XS-VLDL-FC%,0.0010,0.0004,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
3-Hydroxybutyrate,0.0003,0.0003,3-Hydroxybutyrate
IDL-C%,0.0005,0.0003,Cholesterol to Total-Lipids in IDL percentage
Omega-6/Omega-3,0.0003,0.0002,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Leu,0.0003,0.0001,Leucine
