Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.16 [1.01-1.32],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.15 [1.00-1.31],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.14 [1.00-1.30],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.13 [1.00-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.00 [0.88-1.15],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.99 [0.87-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.86 [0.75-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.86 [0.75-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.84 [0.73-0.95],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
LA%,0.72 [0.63-0.82],0.250,,Linoleic Acid to Total-Fatty Acids percentage
