Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.09 [1.02-1.17],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Gln,1.09 [1.02-1.16],1.000,,Glutamine
M-LDL-PL%,1.05 [0.99-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.03 [0.96-1.10],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Gly,1.01 [0.95-1.07],1.000,,Glycine
M-LDL-FC%,0.96 [0.89-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.92 [0.87-0.98],1.000,,VLDL Cholesterol
Remnant-C,0.90 [0.84-0.96],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.89 [0.84-0.95],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.87 [0.82-0.93],1.000,,Total-Cholesterol
