Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.11 [1.00-1.25],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.06 [0.95-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.05 [0.95-1.17],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-CE%,1.01 [0.91-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,1.00 [0.90-1.12],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,0.95 [0.84-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.93 [0.84-1.03],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.91 [0.81-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.91 [0.81-1.02],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.91 [0.81-1.02],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
