Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,2.57 [2.33-2.83],1.318e-75,***,Creatinine
L-LDL-TG%,1.66 [1.45-1.91],8.557e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.63 [1.42-1.87],9.138e-07,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.60 [1.41-1.82],2.825e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.60 [1.38-1.84],7.614e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.56 [1.34-1.81],0.002,**,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.51 [1.31-1.75],0.008,**,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.48 [1.29-1.69],0.005,**,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-CE%,0.71 [0.63-0.79],2.752e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.70 [0.62-0.80],0.009,**,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-PL%,0.70 [0.62-0.79],0.004,**,Phospholipids to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.69 [0.61-0.78],0.001,**,Cholesterol to Total-Lipids in Small LDL percentage
M-VLDL-FC%,0.69 [0.61-0.78],0.003,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.69 [0.61-0.78],0.004,**,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.69 [0.61-0.78],7.202e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C,0.68 [0.59-0.78],0.035,*,Cholesterol in Medium VLDL
M-LDL-PL,0.68 [0.59-0.79],0.047,*,Phospholipids in Medium LDL
ApoB,0.68 [0.59-0.78],0.017,*,Apolipoprotein B
M-LDL-L,0.68 [0.59-0.78],0.021,*,Total-Lipids in Medium LDL
SM,0.68 [0.58-0.78],0.049,*,Sphingomyelins
