Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.15 [1.10-1.20],4.018e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-PL,1.12 [1.08-1.16],0.003,**,Phospholipids in Small HDL
S-HDL-L,1.11 [1.07-1.15],0.044,*,Total-Lipids in Small HDL
M-VLDL-TG%,1.11 [1.06-1.15],0.152,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-TG,1.10 [1.06-1.14],0.092,,Triglycerides in Medium HDL
M-VLDL-C%,0.90 [0.86-0.94],0.112,,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-FC,0.90 [0.86-0.93],0.012,*,Free Cholesterol in Very Large HDL
Citrate,0.89 [0.86-0.93],0.004,**,Citrate
L-HDL-CE%,0.89 [0.85-0.93],0.018,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,0.88 [0.84-0.92],0.002,**,Cholesterol to Total-Lipids in Large HDL percentage
