Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.15 [1.03-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.13 [1.01-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-FC%,1.05 [0.94-1.17],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.04 [0.92-1.16],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,1.00 [0.88-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,0.99 [0.88-1.11],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.97 [0.86-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.96 [0.86-1.09],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.96 [0.85-1.07],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.95 [0.85-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
