Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.11 [0.97-1.28],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-FC%,1.07 [0.93-1.22],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.05 [0.92-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,1.01 [0.88-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,1.01 [0.88-1.17],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.99 [0.86-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.98 [0.85-1.14],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,0.97 [0.84-1.11],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.96 [0.83-1.11],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.94 [0.82-1.08],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
