Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.35 [1.19-1.53],0.632,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.22 [1.08-1.37],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.08 [0.96-1.22],1.000,,VLDL Cholesterol
Omega-6/Omega-3,1.08 [0.96-1.22],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-CE,1.06 [0.94-1.19],1.000,,Cholesteryl Esters in VLDL
PUFA,0.99 [0.87-1.12],1.000,,Polyunsaturated Fatty Acids
Omega-3,0.93 [0.82-1.05],1.000,,Omega-3 Fatty Acids
DHA,0.89 [0.79-1.02],1.000,,Docosahexaenoic Acid
M-LDL-FC%,0.79 [0.70-0.88],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.77 [0.68-0.87],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
