Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.06 [0.99-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.02 [0.96-1.09],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.01 [0.94-1.08],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.01 [0.95-1.07],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.00 [0.94-1.07],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
VLDL-C,0.99 [0.93-1.05],1.000,,VLDL Cholesterol
HDL-CE,0.99 [0.92-1.06],1.000,,Cholesteryl Esters in HDL
Total-C,0.98 [0.92-1.05],1.000,,Total-Cholesterol
Remnant-C,0.98 [0.92-1.04],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.97 [0.91-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
