Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.14 [1.10-1.17],1.090e-09,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.14 [1.10-1.17],1.405e-09,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.13 [1.09-1.16],2.191e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.12 [1.09-1.16],1.919e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.12 [1.08-1.16],1.985e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.11 [1.07-1.14],3.302e-05,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.11 [1.07-1.14],2.359e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-PL%,1.11 [1.07-1.14],0.001,**,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.10 [1.07-1.14],1.031e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.10 [1.07-1.14],0.004,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,1.10 [1.06-1.13],0.006,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-C,0.92 [0.89-0.95],0.029,*,Cholesterol in Medium VLDL
LDL-L,0.92 [0.89-0.95],0.043,*,Total-Lipids in LDL
LDL-PL,0.92 [0.89-0.95],0.028,*,Phospholipids in LDL
L-LDL-CE,0.92 [0.89-0.95],0.043,*,Cholesteryl Esters in Large LDL
IDL-P,0.92 [0.89-0.95],0.016,*,Concentration of IDL Particles
L-LDL-L,0.92 [0.89-0.95],0.015,*,Total-Lipids in Large LDL
Non-HDL-C,0.92 [0.89-0.95],0.012,*,Total-Cholesterol Minus HDL-C
IDL-PL,0.92 [0.89-0.95],0.012,*,Phospholipids in IDL
LDL-C,0.92 [0.89-0.95],0.009,**,LDL Cholesterol
M-LDL-FC,0.92 [0.89-0.94],0.005,**,Free Cholesterol in Medium LDL
S-LDL-FC,0.92 [0.89-0.94],0.003,**,Free Cholesterol in Small LDL
Unsaturation,0.92 [0.89-0.95],0.049,*,Degree of Unsaturation
L-LDL-C,0.92 [0.89-0.94],0.004,**,Cholesterol in Large LDL
L-LDL-PL,0.91 [0.89-0.94],0.002,**,Phospholipids in Large LDL
XL-VLDL-CE%,0.91 [0.89-0.94],0.004,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,0.91 [0.89-0.94],0.004,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
Total-FC,0.91 [0.88-0.94],0.003,**,Total-Free Cholesterol
IDL-L,0.91 [0.88-0.94],8.260e-04,***,Total-Lipids in IDL
M-VLDL-CE,0.91 [0.88-0.94],2.687e-04,***,Cholesteryl Esters in Medium VLDL
Clinical LDL-C,0.91 [0.88-0.94],2.389e-04,***,Clinical LDL Cholesterol
LDL-FC,0.91 [0.88-0.94],1.218e-04,***,Free Cholesterol in LDL
M-HDL-FC%,0.91 [0.87-0.94],0.032,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
PUFA%,0.91 [0.88-0.94],0.005,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Total-C,0.91 [0.88-0.93],2.722e-04,***,Total-Cholesterol
Total-CE,0.90 [0.88-0.93],1.918e-04,***,Total-Esterified Cholesterol
L-LDL-FC,0.90 [0.88-0.93],5.050e-05,***,Free Cholesterol in Large LDL
IDL-CE%,0.90 [0.88-0.93],6.918e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-VLDL-C%,0.90 [0.88-0.93],3.896e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
IDL-CE,0.90 [0.88-0.93],4.209e-05,***,Cholesteryl Esters in IDL
IDL-FC,0.90 [0.88-0.93],3.039e-05,***,Free Cholesterol in IDL
L-HDL-CE%,0.90 [0.87-0.94],0.004,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-VLDL-PL%,0.90 [0.88-0.93],3.414e-05,***,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-C,0.90 [0.87-0.93],2.207e-05,***,Cholesterol in IDL
M-VLDL-FC%,0.90 [0.87-0.93],3.197e-05,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
PUFA/MUFA,0.90 [0.87-0.93],9.163e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-C%,0.90 [0.87-0.93],0.002,**,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-FC%,0.90 [0.87-0.93],8.687e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-C%,0.90 [0.87-0.93],5.484e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
M-VLDL-C%,0.90 [0.87-0.92],4.421e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.89 [0.87-0.92],5.231e-06,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.89 [0.87-0.92],2.315e-08,***,Cholesterol to Total-Lipids in Medium LDL percentage
LA%,0.89 [0.86-0.92],4.732e-06,***,Linoleic Acid to Total-Fatty Acids percentage
