Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.22 [1.02-1.47],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Val,1.12 [0.93-1.34],1.000,,Valine
Total-BCAA,1.11 [0.92-1.33],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.10 [0.91-1.32],1.000,,Leucine
ApoB/ApoA1,1.00 [0.83-1.21],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,0.98 [0.82-1.17],1.000,,VLDL Cholesterol
Remnant-C,0.95 [0.79-1.14],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.90 [0.75-1.09],1.000,,Total-Cholesterol
HDL-CE,0.87 [0.71-1.07],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.83 [0.68-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
