Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.16 [0.94-1.41],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.14 [0.93-1.41],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-CE%,1.11 [0.91-1.35],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.09 [0.89-1.33],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-C%,1.04 [0.85-1.27],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-FC%,0.97 [0.78-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.91 [0.74-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.90 [0.73-1.10],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.89 [0.74-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.87 [0.72-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
