Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.16 [0.98-1.37],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.08 [0.90-1.30],1.000,,Monounsaturated Fatty Acids
Omega-3,1.06 [0.90-1.25],1.000,,Omega-3 Fatty Acids
SFA%,1.05 [0.87-1.26],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
LA,1.01 [0.85-1.20],1.000,,Linoleic Acid
DHA%,0.94 [0.78-1.13],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.94 [0.79-1.12],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Total-CE,0.93 [0.78-1.11],1.000,,Total-Esterified Cholesterol
PUFA/MUFA,0.89 [0.73-1.08],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.82 [0.69-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
