Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.05 [0.95-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,1.04 [0.95-1.14],1.000,,Glycine
Tyr,1.02 [0.93-1.13],1.000,,Tyrosine
Phe,1.01 [0.91-1.11],1.000,,Phenylalanine
His,1.01 [0.91-1.12],1.000,,Histidine
Creatinine,0.99 [0.87-1.12],1.000,,Creatinine
Total-FA,0.98 [0.88-1.10],1.000,,Total-Fatty Acids
Unsaturation,0.95 [0.85-1.07],1.000,,Degree of Unsaturation
Albumin,0.95 [0.85-1.05],1.000,,Albumin
M-LDL-FC%,0.94 [0.84-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
