Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.60 [1.34-1.90],0.043,*,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.56 [1.31-1.86],0.259,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.56 [1.32-1.84],0.034,*,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.54 [1.30-1.82],0.178,,Triglycerides to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,1.06 [0.88-1.28],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-VLDL-CE%,0.70 [0.60-0.81],0.405,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.69 [0.59-0.80],0.338,,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.68 [0.58-0.80],0.697,,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-FC%,0.63 [0.53-0.74],0.017,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.62 [0.52-0.74],0.018,*,Phospholipids to Total-Lipids in Small VLDL percentage
