Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.04 [0.92-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.03 [0.92-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.02 [0.89-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.01 [0.89-1.15],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.00 [0.89-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.00 [0.89-1.12],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.00 [0.89-1.12],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.98 [0.87-1.10],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.97 [0.86-1.08],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,0.96 [0.86-1.07],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
