Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.23 [1.15-1.32],1.850e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.23 [1.15-1.32],0.002,**,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,1.18 [1.10-1.26],0.400,,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.18 [1.10-1.26],0.791,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-PL%,1.17 [1.10-1.24],0.444,,Phospholipids to Total-Lipids in IDL percentage
IDL-CE%,0.84 [0.79-0.90],0.080,,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.84 [0.79-0.89],0.021,*,Cholesterol to Total-Lipids in IDL percentage
M-HDL-C%,0.84 [0.78-0.90],0.058,,Cholesterol to Total-Lipids in Medium HDL percentage
HDL-C,0.82 [0.76-0.88],0.014,*,HDL Cholesterol
HDL-CE,0.81 [0.76-0.88],0.007,**,Cholesteryl Esters in HDL
