Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [1.02-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Val,1.04 [0.98-1.10],1.000,,Valine
ApoB/ApoA1,1.03 [0.97-1.09],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
LDL-C,1.01 [0.96-1.08],1.000,,LDL Cholesterol
ApoB,1.01 [0.96-1.07],1.000,,Apolipoprotein B
LDL-FC,0.99 [0.94-1.05],1.000,,Free Cholesterol in LDL
Omega-6,0.99 [0.93-1.06],1.000,,Omega-6 Fatty Acids
HDL-FC,0.96 [0.90-1.02],1.000,,Free Cholesterol in HDL
M-LDL-FC%,0.92 [0.86-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.91 [0.85-0.97],1.000,,Degree of Unsaturation
