Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.36 [1.30-1.42],2.532e-38,***,Glycoprotein Acetyls
L-LDL-TG%,1.27 [1.21-1.32],8.265e-22,***,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,1.25 [1.19-1.31],3.316e-15,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.24 [1.19-1.30],2.473e-17,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.23 [1.18-1.28],2.017e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.23 [1.17-1.28],1.191e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.21 [1.16-1.27],6.001e-13,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.19 [1.15-1.25],3.659e-11,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.17 [1.12-1.23],5.027e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.17 [1.12-1.23],6.433e-06,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.16 [1.11-1.21],2.757e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
Phe,1.16 [1.12-1.21],7.694e-08,***,Phenylalanine
M-HDL-TG%,1.15 [1.10-1.20],2.523e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.14 [1.09-1.19],9.681e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL%,1.13 [1.09-1.18],0.006,**,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.13 [1.08-1.18],0.050,*,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-TG,1.13 [1.08-1.17],0.002,**,Triglycerides in Very Small VLDL
IDL-TG,1.12 [1.08-1.17],0.004,**,Triglycerides in IDL
M-VLDL-TG%,1.12 [1.08-1.17],0.040,*,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG,1.12 [1.08-1.17],0.016,*,Triglycerides in Small HDL
IDL-PL%,1.12 [1.07-1.17],0.021,*,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-C%,0.89 [0.86-0.93],0.039,*,Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-PL,0.89 [0.86-0.93],0.033,*,Phospholipids in Large LDL
LDL-C,0.89 [0.86-0.93],0.036,*,LDL Cholesterol
IDL-FC,0.89 [0.86-0.93],0.028,*,Free Cholesterol in IDL
Total-C,0.89 [0.85-0.93],0.033,*,Total-Cholesterol
M-VLDL-CE%,0.89 [0.85-0.93],0.027,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
IDL-FC%,0.89 [0.85-0.93],0.017,*,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-C,0.89 [0.85-0.93],0.009,**,Cholesterol in Large LDL
M-VLDL-C%,0.89 [0.85-0.93],0.018,*,Cholesterol to Total-Lipids in Medium VLDL percentage
Clinical LDL-C,0.89 [0.85-0.92],0.004,**,Clinical LDL Cholesterol
IDL-C,0.89 [0.85-0.93],0.007,**,Cholesterol in IDL
IDL-CE,0.89 [0.85-0.92],0.006,**,Cholesteryl Esters in IDL
Total-CE,0.88 [0.85-0.92],0.007,**,Total-Esterified Cholesterol
M-LDL-FC,0.88 [0.84-0.92],2.609e-04,***,Free Cholesterol in Medium LDL
Omega-3%,0.88 [0.84-0.91],8.249e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-FC,0.87 [0.84-0.91],3.752e-05,***,Free Cholesterol in Small LDL
LDL-FC,0.87 [0.84-0.91],3.319e-05,***,Free Cholesterol in LDL
L-LDL-FC,0.87 [0.84-0.91],3.913e-05,***,Free Cholesterol in Large LDL
Citrate,0.87 [0.83-0.91],5.563e-05,***,Citrate
M-HDL-FC%,0.87 [0.83-0.91],0.004,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-C%,0.86 [0.83-0.90],4.947e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-C%,0.86 [0.82-0.90],3.171e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
Omega-6%,0.86 [0.82-0.90],1.022e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
DHA,0.86 [0.82-0.90],1.230e-05,***,Docosahexaenoic Acid
S-HDL-CE%,0.86 [0.82-0.89],1.378e-08,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.86 [0.82-0.89],1.839e-09,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-CE%,0.85 [0.82-0.89],9.176e-08,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
LA%,0.85 [0.82-0.89],1.148e-06,***,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-CE%,0.85 [0.82-0.89],1.447e-06,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
