Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.24 [1.13-1.35],0.957,,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.18 [1.09-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.10 [1.01-1.19],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.07 [0.98-1.17],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.07 [0.98-1.17],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-PL%,0.92 [0.84-1.00],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.82 [0.76-0.89],0.368,,Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,0.80 [0.73-0.88],0.321,,Total-Cholesterol
Total-CE,0.80 [0.73-0.87],0.251,,Total-Esterified Cholesterol
L-LDL-C%,0.80 [0.73-0.87],0.192,,Cholesterol to Total-Lipids in Large LDL percentage
