Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.06 [0.96-1.17],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,1.04 [0.95-1.14],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,1.02 [0.93-1.12],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-PL%,1.01 [0.93-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Val,1.01 [0.92-1.10],1.000,,Valine
VLDL-C,1.00 [0.91-1.09],1.000,,VLDL Cholesterol
Remnant-C,0.97 [0.89-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.96 [0.87-1.05],1.000,,Total-Cholesterol
HDL-CE,0.94 [0.85-1.03],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.93 [0.85-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
