Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.43 [1.38-1.48],7.358e-75,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.38 [1.33-1.43],6.889e-61,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.37 [1.32-1.42],2.840e-64,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.34 [1.29-1.39],4.141e-47,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,1.30 [1.24-1.35],3.022e-30,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.30 [1.25-1.35],1.146e-33,***,Glycoprotein Acetyls
S-LDL-TG%,1.28 [1.24-1.33],5.448e-36,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.28 [1.23-1.33],8.117e-32,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.27 [1.23-1.32],8.302e-29,***,Phospholipids to Total-Lipids in Medium HDL percentage
Creatinine,1.24 [1.19-1.29],4.729e-18,***,Creatinine
S-VLDL-TG%,1.23 [1.18-1.28],1.719e-21,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,1.22 [1.17-1.27],3.107e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.21 [1.17-1.26],1.713e-18,***,Triglycerides to Total-Lipids in Small HDL percentage
IDL-PL%,1.20 [1.16-1.25],3.031e-18,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.20 [1.16-1.25],1.825e-16,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-TG%,1.19 [1.15-1.24],5.108e-14,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.19 [1.14-1.24],6.088e-12,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-PL%,1.17 [1.12-1.21],1.472e-09,***,Phospholipids to Total-Lipids in Small HDL percentage
SFA%,1.15 [1.11-1.20],1.270e-07,***,Saturated Fatty Acids to Total-Fatty Acids percentage
TG/PG,1.14 [1.10-1.19],1.579e-05,***,Triglycerides to Phosphoglycerides ratio
XL-VLDL-TG%,1.14 [1.09-1.18],1.452e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
