Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.08 [0.96-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,1.07 [0.95-1.20],1.000,,Alanine
Phe,1.06 [0.95-1.19],1.000,,Phenylalanine
His,1.03 [0.92-1.16],1.000,,Histidine
Gly,1.00 [0.90-1.11],1.000,,Glycine
LDL-FC,0.96 [0.86-1.08],1.000,,Free Cholesterol in LDL
Total-FC,0.93 [0.83-1.04],1.000,,Total-Free Cholesterol
Albumin,0.92 [0.82-1.03],1.000,,Albumin
M-LDL-FC%,0.90 [0.80-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-FC,0.77 [0.67-0.87],1.000,,Free Cholesterol in HDL
