Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.23 [1.16-1.30],1.253e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.21 [1.15-1.29],2.042e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.21 [1.14-1.28],7.121e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.20 [1.13-1.27],4.012e-04,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.16 [1.10-1.22],0.049,*,Phospholipids to Total-Lipids in IDL percentage
S-HDL-P,0.85 [0.80-0.90],0.009,**,Concentration of Small HDL Particles
M-LDL-C%,0.85 [0.81-0.90],4.753e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C,0.85 [0.80-0.89],0.002,**,Cholesterol in Small HDL
S-HDL-CE,0.84 [0.79-0.89],3.110e-04,***,Cholesteryl Esters in Small HDL
IDL-C%,0.83 [0.79-0.88],1.510e-05,***,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.83 [0.78-0.87],3.082e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Unsaturation,0.83 [0.78-0.88],3.335e-04,***,Degree of Unsaturation
S-LDL-C%,0.83 [0.79-0.87],1.676e-06,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.83 [0.78-0.88],5.357e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
Albumin,0.81 [0.76-0.85],2.200e-09,***,Albumin
