Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Albumin,1.14 [0.98-1.34],1.000,,Albumin
M-LDL-TG%,1.14 [0.98-1.33],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Creatinine,1.05 [0.87-1.27],1.000,,Creatinine
Omega-3,1.01 [0.87-1.18],1.000,,Omega-3 Fatty Acids
DHA,1.01 [0.86-1.18],1.000,,Docosahexaenoic Acid
Leu,0.99 [0.85-1.16],1.000,,Leucine
Total-BCAA,0.98 [0.84-1.15],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.97 [0.83-1.13],1.000,,Valine
M-LDL-FC%,0.93 [0.78-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Tyr,0.89 [0.76-1.04],1.000,,Tyrosine
