Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.20 [0.99-1.45],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-FC%,1.16 [0.91-1.50],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
IDL-PL%,1.15 [0.96-1.37],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,1.12 [0.93-1.34],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
TG/PG,1.10 [0.90-1.35],1.000,,Triglycerides to Phosphoglycerides ratio
VLDL-C,0.93 [0.78-1.12],1.000,,VLDL Cholesterol
M-LDL-FC%,0.93 [0.77-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.91 [0.76-1.09],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.89 [0.74-1.06],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.84 [0.69-1.01],1.000,,Total-Cholesterol
