Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.14 [1.04-1.25],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
SFA,1.07 [0.98-1.18],1.000,,Saturated Fatty Acids
MUFA,1.06 [0.97-1.16],1.000,,Monounsaturated Fatty Acids
M-LDL-TG%,1.04 [0.95-1.14],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-FA,1.04 [0.95-1.14],1.000,,Total-Fatty Acids
LDL-C,0.98 [0.89-1.07],1.000,,LDL Cholesterol
Clinical LDL-C,0.96 [0.88-1.05],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,0.95 [0.87-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,0.95 [0.87-1.04],1.000,,Apolipoprotein B
ApoB/ApoA1,0.93 [0.85-1.01],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
