Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.13 [0.96-1.32],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.11 [0.96-1.29],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.09 [0.93-1.28],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-FC%,1.03 [0.87-1.23],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.00 [0.87-1.16],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-VLDL-C%,0.96 [0.82-1.13],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-C,0.84 [0.72-0.98],1.000,,VLDL Cholesterol
Remnant-C,0.82 [0.71-0.95],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.82 [0.71-0.95],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.77 [0.66-0.90],1.000,,Total-Cholesterol
