Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.03 [0.98-1.07],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,1.02 [0.98-1.07],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.01 [0.97-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA,1.01 [0.96-1.05],1.000,,Monounsaturated Fatty Acids
DHA,1.01 [0.97-1.05],1.000,,Docosahexaenoic Acid
His,0.99 [0.95-1.03],1.000,,Histidine
Gly,0.98 [0.94-1.01],1.000,,Glycine
ApoB,0.97 [0.93-1.01],1.000,,Apolipoprotein B
ApoB/ApoA1,0.97 [0.93-1.01],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,0.97 [0.92-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
