Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.13 [0.93-1.36],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.12 [0.93-1.35],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,1.04 [0.84-1.28],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.02 [0.82-1.27],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.01 [0.80-1.26],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.97 [0.79-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,0.95 [0.78-1.15],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.90 [0.75-1.08],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-C%,0.87 [0.72-1.05],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.85 [0.71-1.02],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
