Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-C%,1.10 [0.91-1.33],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,1.07 [0.89-1.30],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.07 [0.89-1.29],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.03 [0.85-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.02 [0.84-1.25],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.00 [0.82-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.99 [0.81-1.20],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.98 [0.81-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.98 [0.82-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.95 [0.79-1.14],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
