Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.25 [1.16-1.34],1.749e-04,***,Glycoprotein Acetyls
MUFA%,1.22 [1.13-1.31],0.100,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.10 [1.03-1.18],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.10 [1.03-1.18],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.09 [1.02-1.16],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.98 [0.92-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.92 [0.86-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.91 [0.84-0.97],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.90 [0.83-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.83 [0.77-0.90],0.392,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
