Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.53 [1.43-1.63],9.815e-32,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.48 [1.39-1.58],7.996e-27,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.44 [1.35-1.54],3.002e-21,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,1.44 [1.34-1.54],3.687e-17,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.42 [1.34-1.51],2.891e-23,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.39 [1.30-1.49],5.883e-16,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.38 [1.29-1.47],6.983e-15,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,1.37 [1.28-1.47],8.489e-14,***,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,1.34 [1.25-1.43],3.130e-11,***,Glycoprotein Acetyls
S-LDL-TG%,1.30 [1.22-1.38],1.260e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.30 [1.20-1.40],7.231e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.30 [1.21-1.39],2.520e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.29 [1.20-1.38],1.060e-06,***,Triglycerides to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.28 [1.20-1.37],1.661e-07,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.26 [1.18-1.35],8.824e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-TG%,1.25 [1.16-1.34],9.910e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
TG/PG,1.24 [1.15-1.33],0.001,**,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.23 [1.15-1.32],0.001,**,Triglycerides to Total-Lipids in Very Large HDL percentage
L-LDL-CE%,0.84 [0.79-0.90],0.028,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-CE%,0.84 [0.79-0.90],0.037,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XS-VLDL-CE,0.84 [0.79-0.90],0.035,*,Cholesteryl Esters in Very Small VLDL
IDL-P,0.84 [0.79-0.89],0.019,*,Concentration of IDL Particles
LDL-PL,0.83 [0.78-0.89],0.006,**,Phospholipids in LDL
S-LDL-FC,0.83 [0.78-0.88],0.002,**,Free Cholesterol in Small LDL
Remnant-C,0.83 [0.78-0.88],0.002,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-L,0.83 [0.77-0.88],0.002,**,Total-Lipids in LDL
M-VLDL-C,0.82 [0.77-0.88],0.001,**,Cholesterol in Medium VLDL
XL-VLDL-FC%,0.82 [0.77-0.88],0.007,**,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Total-L,0.82 [0.77-0.88],0.005,**,Total-Lipids in Lipoprotein Particles
L-HDL-FC%,0.82 [0.77-0.88],0.018,*,Free Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-L,0.82 [0.77-0.88],0.024,*,Total-Lipids in Medium HDL
S-LDL-FC%,0.82 [0.78-0.87],3.968e-05,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-C%,0.82 [0.77-0.88],5.829e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
DHA%,0.82 [0.76-0.88],0.013,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
LDL-CE,0.82 [0.77-0.88],7.384e-04,***,Cholesteryl Esters in LDL
Albumin,0.82 [0.77-0.87],1.481e-04,***,Albumin
XL-VLDL-CE%,0.82 [0.76-0.87],0.001,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
