Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.24 [1.11-1.39],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.19 [1.06-1.34],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-PL%,1.15 [1.02-1.29],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.12 [1.00-1.26],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.06 [0.94-1.19],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.99 [0.89-1.11],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.94 [0.83-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.91 [0.81-1.02],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.90 [0.80-1.01],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.89 [0.80-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
