Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.13 [1.04-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.09 [1.00-1.19],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.05 [0.96-1.14],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.05 [0.97-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.01 [0.92-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.81 [0.75-0.89],0.427,,LDL Cholesterol
LDL-CE,0.81 [0.75-0.88],0.300,,Cholesteryl Esters in LDL
M-LDL-L,0.81 [0.75-0.88],0.334,,Total-Lipids in Medium LDL
M-LDL-C,0.81 [0.74-0.88],0.265,,Cholesterol in Medium LDL
M-LDL-CE,0.81 [0.74-0.88],0.274,,Cholesteryl Esters in Medium LDL
