Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB,1.08 [0.95-1.23],1.000,,Apolipoprotein B
Clinical LDL-C,1.07 [0.94-1.22],1.000,,Clinical LDL Cholesterol
M-LDL-PL%,1.04 [0.92-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoA1,1.01 [0.88-1.17],1.000,,Apolipoprotein A1
HDL-C,1.01 [0.87-1.16],1.000,,HDL Cholesterol
Ala,0.99 [0.87-1.14],1.000,,Alanine
His,0.98 [0.86-1.12],1.000,,Histidine
M-LDL-FC%,0.98 [0.84-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gln,0.95 [0.83-1.08],1.000,,Glutamine
Tyr,0.94 [0.83-1.07],1.000,,Tyrosine
