Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.56 [1.45-1.68],3.729e-26,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.54 [1.43-1.66],3.937e-24,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.51 [1.39-1.63],4.370e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.49 [1.39-1.60],8.465e-23,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.48 [1.37-1.60],4.018e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.40 [1.30-1.52],9.339e-12,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.39 [1.29-1.50],1.526e-13,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.39 [1.29-1.51],9.693e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
MUFA%,1.38 [1.27-1.50],7.237e-09,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,1.37 [1.27-1.48],3.163e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,1.31 [1.21-1.42],6.111e-06,***,Glycoprotein Acetyls
SFA%,1.28 [1.18-1.39],2.641e-04,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-TG%,1.28 [1.17-1.39],0.007,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-TG%,1.27 [1.18-1.38],5.793e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.24 [1.15-1.35],0.023,*,Phospholipids to Total-Lipids in Medium HDL percentage
VLDL-CE,0.82 [0.76-0.88],0.035,*,Cholesteryl Esters in VLDL
S-VLDL-FC,0.81 [0.75-0.88],0.044,*,Free Cholesterol in Small VLDL
ApoB/ApoA1,0.81 [0.75-0.88],0.050,*,Apolipoprotein B to Apolipoprotein A1 ratio
XL-HDL-CE%,0.80 [0.74-0.87],0.015,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-VLDL-FC,0.80 [0.74-0.86],0.005,**,Free Cholesterol in Medium VLDL
S-LDL-P,0.80 [0.74-0.86],0.005,**,Concentration of Small LDL Particles
IDL-FC%,0.80 [0.74-0.86],0.002,**,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-PL,0.80 [0.74-0.86],0.003,**,Phospholipids in Medium LDL
M-LDL-CE,0.80 [0.74-0.86],0.003,**,Cholesteryl Esters in Medium LDL
S-HDL-C%,0.80 [0.74-0.86],2.883e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-P,0.80 [0.74-0.86],0.003,**,Concentration of Medium LDL Particles
S-VLDL-CE%,0.79 [0.74-0.85],5.230e-05,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-C,0.79 [0.74-0.86],0.001,**,Cholesterol in Very Small VLDL
XL-HDL-FC,0.79 [0.73-0.86],0.004,**,Free Cholesterol in Very Large HDL
S-LDL-FC%,0.79 [0.74-0.85],2.459e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-L,0.79 [0.73-0.86],7.131e-04,***,Total-Lipids in Medium LDL
M-HDL-FC%,0.79 [0.73-0.86],0.034,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-CE,0.79 [0.73-0.85],5.495e-04,***,Cholesteryl Esters in Small LDL
XL-HDL-CE,0.79 [0.72-0.86],0.008,**,Cholesteryl Esters in Very Large HDL
XL-HDL-C,0.78 [0.72-0.85],0.004,**,Cholesterol in Very Large HDL
XL-VLDL-FC%,0.78 [0.72-0.85],3.795e-04,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA,0.78 [0.72-0.85],4.342e-04,***,Polyunsaturated Fatty Acids
M-LDL-C,0.78 [0.72-0.84],5.546e-05,***,Cholesterol in Medium LDL
S-LDL-L,0.78 [0.72-0.84],6.636e-05,***,Total-Lipids in Small LDL
S-LDL-PL,0.78 [0.72-0.84],3.992e-05,***,Phospholipids in Small LDL
L-VLDL-CE%,0.78 [0.72-0.84],3.159e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
LDL-P,0.77 [0.72-0.84],3.945e-05,***,Concentration of LDL Particles
XS-VLDL-CE,0.77 [0.71-0.83],1.299e-05,***,Cholesteryl Esters in Very Small VLDL
ApoB,0.77 [0.71-0.83],3.777e-06,***,Apolipoprotein B
L-LDL-P,0.77 [0.71-0.83],1.247e-05,***,Concentration of Large LDL Particles
Omega-6,0.77 [0.71-0.83],2.020e-05,***,Omega-6 Fatty Acids
S-LDL-C,0.77 [0.71-0.83],4.311e-06,***,Cholesterol in Small LDL
M-LDL-FC%,0.77 [0.71-0.83],6.021e-07,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-P,0.76 [0.71-0.82],1.150e-06,***,Concentration of IDL Particles
XS-VLDL-FC%,0.76 [0.71-0.82],8.951e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-CE,0.76 [0.71-0.82],1.131e-06,***,Cholesteryl Esters in LDL
LDL-L,0.76 [0.70-0.82],2.790e-07,***,Total-Lipids in LDL
LDL-PL,0.76 [0.70-0.82],2.996e-07,***,Phospholipids in LDL
XL-VLDL-CE%,0.76 [0.70-0.82],2.219e-06,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Remnant-C,0.76 [0.70-0.82],2.512e-07,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
XL-VLDL-C%,0.76 [0.70-0.82],4.655e-06,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-CE,0.76 [0.70-0.82],3.650e-07,***,Cholesteryl Esters in Large LDL
L-LDL-L,0.75 [0.70-0.81],7.281e-08,***,Total-Lipids in Large LDL
Unsaturation,0.75 [0.69-0.81],3.946e-07,***,Degree of Unsaturation
M-LDL-FC,0.75 [0.69-0.81],4.879e-08,***,Free Cholesterol in Medium LDL
IDL-PL,0.75 [0.69-0.81],7.760e-08,***,Phospholipids in IDL
LDL-C,0.75 [0.69-0.81],1.340e-08,***,LDL Cholesterol
L-LDL-PL,0.75 [0.69-0.81],2.213e-08,***,Phospholipids in Large LDL
Non-HDL-C,0.75 [0.69-0.80],5.926e-09,***,Total-Cholesterol Minus HDL-C
M-VLDL-C,0.74 [0.69-0.80],1.492e-08,***,Cholesterol in Medium VLDL
Total-FC,0.74 [0.69-0.80],1.323e-08,***,Total-Free Cholesterol
L-LDL-C,0.74 [0.69-0.80],5.650e-09,***,Cholesterol in Large LDL
L-HDL-CE%,0.74 [0.69-0.80],8.873e-11,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-LDL-FC,0.74 [0.69-0.80],1.216e-09,***,Free Cholesterol in Small LDL
LA,0.73 [0.68-0.79],1.905e-09,***,Linoleic Acid
S-VLDL-C%,0.73 [0.68-0.79],6.831e-12,***,Cholesterol to Total-Lipids in Small VLDL percentage
Total-CE,0.73 [0.68-0.79],1.052e-09,***,Total-Esterified Cholesterol
Total-C,0.73 [0.68-0.79],6.769e-10,***,Total-Cholesterol
IDL-L,0.73 [0.68-0.79],4.269e-10,***,Total-Lipids in IDL
M-VLDL-PL%,0.73 [0.68-0.78],4.925e-13,***,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-FC,0.73 [0.67-0.78],1.475e-10,***,Free Cholesterol in IDL
L-HDL-FC%,0.73 [0.67-0.78],6.899e-11,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-C%,0.72 [0.68-0.78],3.301e-14,***,Cholesterol to Total-Lipids in Small LDL percentage
Clinical LDL-C,0.72 [0.67-0.78],3.845e-12,***,Clinical LDL Cholesterol
LDL-FC,0.72 [0.67-0.78],3.550e-11,***,Free Cholesterol in LDL
L-LDL-FC,0.72 [0.67-0.78],2.513e-11,***,Free Cholesterol in Large LDL
Omega-6%,0.72 [0.66-0.77],2.200e-12,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-C%,0.72 [0.67-0.77],1.080e-13,***,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-FC%,0.72 [0.67-0.77],1.910e-14,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE,0.72 [0.66-0.77],8.068e-12,***,Cholesteryl Esters in Medium VLDL
IDL-CE,0.71 [0.66-0.77],2.320e-12,***,Cholesteryl Esters in IDL
M-VLDL-CE%,0.71 [0.67-0.76],1.644e-19,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
IDL-C,0.71 [0.66-0.77],1.047e-12,***,Cholesterol in IDL
M-LDL-C%,0.71 [0.66-0.76],3.733e-20,***,Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.71 [0.66-0.76],1.192e-13,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-FC%,0.71 [0.66-0.76],5.907e-17,***,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.71 [0.66-0.76],3.660e-17,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-VLDL-C%,0.70 [0.66-0.76],1.849e-17,***,Cholesterol to Total-Lipids in Medium VLDL percentage
