Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Remnant-C,1.09 [0.92-1.28],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.08 [0.91-1.28],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,1.07 [0.90-1.26],1.000,,LDL Cholesterol
Clinical LDL-C,1.05 [0.89-1.24],1.000,,Clinical LDL Cholesterol
M-LDL-PL%,1.01 [0.86-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.96 [0.80-1.16],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,0.91 [0.78-1.07],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-FC%,0.89 [0.75-1.06],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-C%,0.88 [0.75-1.04],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.86 [0.72-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
