Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Val,1.15 [0.99-1.34],1.000,,Valine
Leu,1.15 [0.99-1.34],1.000,,Leucine
Total-BCAA,1.14 [0.98-1.33],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,1.10 [0.95-1.28],1.000,,Isoleucine
M-LDL-TG%,1.10 [0.94-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
LDL-CE,0.95 [0.81-1.11],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.94 [0.80-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.94 [0.80-1.10],1.000,,Total-Esterified Cholesterol
PUFA/MUFA,0.93 [0.78-1.11],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,0.91 [0.77-1.07],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
