Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Ile,1.06 [0.90-1.25],1.000,,Isoleucine
Total-BCAA,1.06 [0.90-1.26],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.04 [0.88-1.23],1.000,,Leucine
Tyr,1.02 [0.87-1.20],1.000,,Tyrosine
M-LDL-TG%,1.02 [0.86-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
DHA,0.99 [0.83-1.19],1.000,,Docosahexaenoic Acid
Omega-3,0.98 [0.83-1.17],1.000,,Omega-3 Fatty Acids
LA,0.95 [0.80-1.13],1.000,,Linoleic Acid
M-LDL-FC%,0.94 [0.78-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.87 [0.72-1.04],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
