Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.22 [1.18-1.27],5.581e-19,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.20 [1.16-1.25],1.175e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.20 [1.16-1.25],1.316e-15,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.20 [1.15-1.25],3.458e-15,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.15 [1.11-1.20],3.192e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.15 [1.10-1.20],5.609e-05,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.15 [1.10-1.19],1.177e-05,***,Glycoprotein Acetyls
S-LDL-TG%,1.14 [1.10-1.19],1.528e-06,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.13 [1.09-1.17],2.825e-05,***,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-TG%,1.13 [1.08-1.17],4.219e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,1.12 [1.07-1.16],0.036,*,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.12 [1.07-1.16],0.027,*,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.11 [1.07-1.15],0.038,*,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-FC%,0.91 [0.88-0.94],0.045,*,Free Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.90 [0.87-0.94],0.012,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
VLDL-C,0.90 [0.87-0.94],0.018,*,VLDL Cholesterol
S-HDL-P,0.90 [0.87-0.94],0.033,*,Concentration of Small HDL Particles
S-HDL-CE,0.90 [0.87-0.94],0.022,*,Cholesteryl Esters in Small HDL
S-HDL-C,0.90 [0.87-0.93],0.013,*,Cholesterol in Small HDL
S-HDL-C%,0.90 [0.87-0.93],0.009,**,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-L,0.90 [0.87-0.93],0.009,**,Total-Lipids in Medium VLDL
M-VLDL-PL%,0.90 [0.87-0.93],0.004,**,Phospholipids to Total-Lipids in Medium VLDL percentage
Omega-3,0.90 [0.86-0.93],0.013,*,Omega-3 Fatty Acids
XS-VLDL-C,0.90 [0.86-0.93],0.001,**,Cholesterol in Very Small VLDL
VLDL-CE,0.90 [0.86-0.93],0.001,**,Cholesteryl Esters in VLDL
M-VLDL-P,0.89 [0.86-0.93],0.001,**,Concentration of Medium VLDL Particles
Phosphoglyc,0.89 [0.86-0.93],0.011,*,Phosphoglycerides
M-VLDL-PL,0.89 [0.86-0.93],4.810e-04,***,Phospholipids in Medium VLDL
M-VLDL-FC%,0.89 [0.86-0.93],7.247e-04,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-FC,0.89 [0.86-0.92],2.168e-04,***,Free Cholesterol in Small VLDL
S-VLDL-C%,0.89 [0.86-0.92],2.120e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,0.89 [0.86-0.92],3.309e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.89 [0.86-0.92],3.927e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
