Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.15 [0.94-1.41],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,1.08 [0.89-1.32],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,1.08 [0.88-1.32],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,1.06 [0.88-1.28],1.000,,Docosahexaenoic Acid
M-LDL-PL%,1.02 [0.85-1.23],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Remnant-C,0.98 [0.81-1.19],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.98 [0.79-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,0.97 [0.79-1.18],1.000,,Total-Cholesterol
Non-HDL-C,0.95 [0.79-1.15],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.93 [0.77-1.13],1.000,,LDL Cholesterol
