Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.87 [1.64-2.13],8.500e-16,***,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-L,1.71 [1.50-1.95],4.290e-10,***,Total-Lipids in Medium HDL
M-HDL-PL,1.71 [1.51-1.93],1.150e-11,***,Phospholipids in Medium HDL
HDL-PL,1.66 [1.45-1.90],6.934e-08,***,Phospholipids in HDL
M-HDL-C,1.63 [1.43-1.86],8.615e-08,***,Cholesterol in Medium HDL
ApoA1,1.63 [1.43-1.86],1.894e-07,***,Apolipoprotein A1
M-HDL-CE,1.62 [1.42-1.84],1.166e-07,***,Cholesteryl Esters in Medium HDL
HDL-L,1.62 [1.41-1.86],4.466e-06,***,Total-Lipids in HDL
M-HDL-P,1.61 [1.43-1.81],2.572e-09,***,Concentration of Medium HDL Particles
M-HDL-FC,1.61 [1.42-1.82],2.021e-08,***,Free Cholesterol in Medium HDL
S-HDL-PL,1.60 [1.42-1.81],6.283e-09,***,Phospholipids in Small HDL
S-HDL-L,1.56 [1.37-1.76],8.643e-07,***,Total-Lipids in Small HDL
HDL-P,1.55 [1.37-1.75],6.034e-07,***,Concentration of HDL Particles
S-HDL-FC,1.51 [1.34-1.71],7.247e-06,***,Free Cholesterol in Small HDL
Total-P,1.51 [1.33-1.71],3.103e-05,***,Total-Concentration of Lipoprotein Particles
HDL-C,1.49 [1.30-1.71],0.006,**,HDL Cholesterol
HDL-FC,1.49 [1.31-1.69],6.674e-04,***,Free Cholesterol in HDL
PC,1.48 [1.29-1.70],0.008,**,Phosphatidylcholines
Phosphoglyc,1.48 [1.29-1.70],0.010,**,Phosphoglycerides
HDL-CE,1.47 [1.28-1.69],0.013,*,Cholesteryl Esters in HDL
S-HDL-C,1.44 [1.27-1.63],0.002,**,Cholesterol in Small HDL
S-HDL-P,1.41 [1.25-1.59],0.009,**,Concentration of Small HDL Particles
S-HDL-CE,1.39 [1.23-1.58],0.047,*,Cholesteryl Esters in Small HDL
PUFA/MUFA,0.69 [0.60-0.79],0.045,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,0.68 [0.59-0.78],0.023,*,Degree of Unsaturation
Omega-6%,0.64 [0.57-0.73],8.694e-07,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.62 [0.54-0.70],8.841e-09,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.58 [0.51-0.66],8.319e-12,***,Linoleic Acid to Total-Fatty Acids percentage
