Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.29 [1.17-1.43],0.231,,Triglycerides to Total-Lipids in IDL percentage
GlycA,1.29 [1.16-1.43],0.477,,Glycoprotein Acetyls
L-LDL-TG%,1.28 [1.16-1.42],0.685,,Triglycerides to Total-Lipids in Large LDL percentage
Total-FA,1.07 [0.96-1.19],1.000,,Total-Fatty Acids
Creatinine,1.04 [0.92-1.17],1.000,,Creatinine
ApoB,0.94 [0.85-1.03],1.000,,Apolipoprotein B
M-LDL-FC%,0.84 [0.76-0.93],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-C%,0.78 [0.71-0.86],0.397,,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.78 [0.71-0.86],0.083,,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.78 [0.70-0.86],0.247,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
