Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.09 [0.97-1.22],1.000,,Glycine
Gln,1.06 [0.92-1.21],1.000,,Glutamine
M-LDL-PL%,1.05 [0.92-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoA1,1.03 [0.90-1.19],1.000,,Apolipoprotein A1
HDL-C,1.01 [0.88-1.17],1.000,,HDL Cholesterol
M-LDL-FC%,0.97 [0.84-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Phe,0.96 [0.84-1.09],1.000,,Phenylalanine
Leu,0.92 [0.80-1.06],1.000,,Leucine
Ile,0.90 [0.79-1.04],1.000,,Isoleucine
Tyr,0.88 [0.77-1.01],1.000,,Tyrosine
