Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.31 [1.17-1.47],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.24 [1.10-1.40],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.19 [1.05-1.34],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.17 [1.04-1.33],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-CE%,1.05 [0.93-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.93 [0.83-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.85 [0.76-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.85 [0.75-0.95],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.84 [0.75-0.95],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.83 [0.74-0.94],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
