Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.36 [1.30-1.42],9.261e-36,***,Glycoprotein Acetyls
L-LDL-TG%,1.28 [1.22-1.34],2.584e-22,***,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,1.25 [1.19-1.31],1.192e-14,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.25 [1.20-1.31],4.470e-18,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.24 [1.19-1.29],3.379e-18,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.23 [1.18-1.29],2.293e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.22 [1.17-1.28],4.204e-13,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.20 [1.15-1.25],2.455e-11,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.18 [1.13-1.23],2.797e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.17 [1.12-1.23],1.160e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
Phe,1.17 [1.12-1.22],1.856e-08,***,Phenylalanine
S-HDL-TG%,1.17 [1.12-1.22],2.328e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,1.15 [1.10-1.21],2.288e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.15 [1.10-1.20],3.990e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL%,1.14 [1.09-1.19],0.008,**,Phospholipids to Total-Lipids in Small HDL percentage
IDL-PL%,1.13 [1.09-1.18],0.002,**,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.13 [1.08-1.18],0.023,*,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG,1.13 [1.08-1.17],0.003,**,Triglycerides in Very Small VLDL
IDL-TG,1.13 [1.08-1.17],0.005,**,Triglycerides in IDL
S-HDL-TG,1.12 [1.08-1.17],0.018,*,Triglycerides in Small HDL
S-VLDL-C%,0.89 [0.85-0.93],0.022,*,Cholesterol to Total-Lipids in Small VLDL percentage
LDL-C,0.89 [0.85-0.93],0.015,*,LDL Cholesterol
L-LDL-PL,0.89 [0.85-0.93],0.011,*,Phospholipids in Large LDL
M-VLDL-CE%,0.89 [0.85-0.93],0.019,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
IDL-FC,0.89 [0.85-0.92],0.011,*,Free Cholesterol in IDL
M-VLDL-C%,0.88 [0.85-0.92],0.012,*,Cholesterol to Total-Lipids in Medium VLDL percentage
Total-C,0.88 [0.84-0.92],0.010,**,Total-Cholesterol
L-LDL-C,0.88 [0.85-0.92],0.005,**,Cholesterol in Large LDL
Clinical LDL-C,0.88 [0.84-0.92],0.001,**,Clinical LDL Cholesterol
IDL-C,0.88 [0.84-0.92],0.002,**,Cholesterol in IDL
IDL-CE,0.88 [0.84-0.92],0.001,**,Cholesteryl Esters in IDL
Total-CE,0.88 [0.84-0.92],0.002,**,Total-Esterified Cholesterol
M-LDL-FC,0.87 [0.84-0.91],1.021e-04,***,Free Cholesterol in Medium LDL
Omega-3%,0.87 [0.83-0.91],4.000e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-FC,0.87 [0.83-0.90],1.137e-05,***,Free Cholesterol in Small LDL
LDL-FC,0.87 [0.83-0.90],1.157e-05,***,Free Cholesterol in LDL
L-LDL-FC,0.86 [0.83-0.90],1.376e-05,***,Free Cholesterol in Large LDL
M-HDL-FC%,0.86 [0.82-0.91],0.004,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
Citrate,0.86 [0.83-0.90],2.816e-05,***,Citrate
S-LDL-C%,0.86 [0.83-0.90],3.723e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
Omega-6%,0.86 [0.82-0.90],2.825e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-C%,0.86 [0.82-0.90],4.381e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-FC%,0.86 [0.82-0.89],7.393e-09,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-CE%,0.85 [0.82-0.89],1.367e-08,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-CE%,0.85 [0.82-0.89],1.174e-07,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-CE%,0.85 [0.81-0.89],2.014e-06,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
DHA,0.85 [0.81-0.89],2.673e-06,***,Docosahexaenoic Acid
M-LDL-FC%,0.85 [0.81-0.89],1.104e-07,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,0.85 [0.81-0.89],5.510e-07,***,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-PL%,0.85 [0.81-0.89],3.077e-08,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.84 [0.81-0.88],4.701e-09,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-C%,0.84 [0.80-0.88],3.171e-09,***,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-C%,0.84 [0.80-0.88],1.145e-09,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.84 [0.80-0.87],5.774e-10,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.84 [0.80-0.87],3.076e-11,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-C%,0.83 [0.80-0.87],1.242e-11,***,Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-CE%,0.83 [0.80-0.87],1.068e-09,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
DHA%,0.83 [0.79-0.87],5.718e-09,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-C%,0.83 [0.80-0.86],7.161e-15,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.83 [0.79-0.86],9.891e-14,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.82 [0.78-0.85],4.245e-16,***,Cholesterol to Total-Lipids in IDL percentage
Unsaturation,0.82 [0.78-0.86],2.997e-12,***,Degree of Unsaturation
PUFA%,0.81 [0.77-0.85],4.377e-14,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-C%,0.80 [0.76-0.83],8.042e-19,***,Cholesterol to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.79 [0.76-0.83],5.753e-16,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Albumin,0.79 [0.76-0.82],1.616e-23,***,Albumin
