Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.23 [1.14-1.34],0.153,,Creatinine
GlycA,1.18 [1.10-1.27],0.620,,Glycoprotein Acetyls
M-LDL-TG%,1.11 [1.04-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Val,1.05 [0.98-1.12],1.000,,Valine
ApoB/ApoA1,1.01 [0.95-1.08],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Albumin,0.98 [0.92-1.05],1.000,,Albumin
M-LDL-FC%,0.88 [0.83-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.88 [0.82-0.94],1.000,,Degree of Unsaturation
XS-VLDL-C%,0.85 [0.79-0.91],0.749,,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.84 [0.79-0.90],0.286,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
