Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.28 [1.05-1.56],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Creatinine,1.11 [0.91-1.35],1.000,,Creatinine
Unsaturation,1.05 [0.88-1.26],1.000,,Degree of Unsaturation
LA,1.03 [0.87-1.22],1.000,,Linoleic Acid
Omega-6,1.02 [0.86-1.21],1.000,,Omega-6 Fatty Acids
Remnant-C,0.97 [0.83-1.15],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-TG%,0.96 [0.80-1.14],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
LDL-CE,0.95 [0.81-1.12],1.000,,Cholesteryl Esters in LDL
VLDL-CE,0.94 [0.80-1.11],1.000,,Cholesteryl Esters in VLDL
VLDL-C,0.92 [0.78-1.08],1.000,,VLDL Cholesterol
