Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.33 [1.22-1.46],4.332e-04,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.32 [1.20-1.45],0.007,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.31 [1.19-1.44],0.006,**,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.27 [1.17-1.39],0.027,*,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.26 [1.15-1.38],0.245,,Triglycerides to Total-Lipids in Small LDL percentage
IDL-CE%,0.79 [0.72-0.86],0.064,,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.77 [0.70-0.84],0.001,**,Cholesterol to Total-Lipids in IDL percentage
L-LDL-FC%,0.76 [0.70-0.83],7.732e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,0.76 [0.69-0.83],7.745e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.75 [0.69-0.83],6.067e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
